"review_uid","part","edit","source_prompt","target_prompt","source_image","candidate_image","local_edit_success_0_2","non_target_preservation_0_2","overall_prompt_adherence_0_2","visual_quality_0_2","short_note"
"item_0a42dbb2957c","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_0a42dbb2957c.jpg","2","1","2","2",""
"item_c035da712e46","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_c035da712e46.jpg","0","2","1","2",""
"item_479ead902529","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_479ead902529.jpg","2","0","1","2",""
"item_68f80bdea885","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_68f80bdea885.jpg","0","1","0","2",""
"item_e8219d1566e0","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_e8219d1566e0.jpg","2","2","2","2",""
"item_5c811ec1d62e","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_5c811ec1d62e.jpg","1","2","1","2",""
"item_52e219846910","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_52e219846910.jpg","1","0","2","2",""
"item_534b50ac2876","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_534b50ac2876.jpg","2","2","2","2",""
"item_e9dc9584a940","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_e9dc9584a940.jpg","2","1","1","2",""
"item_194c7c0b7aad","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_194c7c0b7aad.jpg","0","0","1","2",""
"item_a82511f98b2b","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_a82511f98b2b.jpg","0","2","1","2",""
"item_bd168f272b56","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_bd168f272b56.jpg","0","1","1","2",""
"item_3c31b071967d","head","panda","A cat at a mountain","A cat with panda head at a mountain","assets/source_dd35579b4d43.png","assets/item_3c31b071967d.jpg","1","2","1","2",""
"item_78dd6694ba97","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_78dd6694ba97.jpg","2","2","2","2",""
"item_7b2ae7679912","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_7b2ae7679912.jpg","2","0","2","2",""
"item_e1bae71c2977","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_e1bae71c2977.jpg","2","2","2","2",""
"item_02d45d8f8d5c","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_02d45d8f8d5c.jpg","2","0","2","2",""
"item_4e87583e5fc7","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_4e87583e5fc7.jpg","1","2","1","2",""
"item_c2d1a52a4bcb","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_c2d1a52a4bcb.jpg","0","1","0","2",""
"item_7598a4b29d6e","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_7598a4b29d6e.jpg","2","2","2","2",""
"item_2c7a7e6f0dca","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_2c7a7e6f0dca.jpg","2","1","1","2",""
"item_b9905af1e79b","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_b9905af1e79b.jpg","1","2","2","2",""
"item_b49d04425739","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_b49d04425739.jpg","2","1","2","2",""
"item_75b6add51a40","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_75b6add51a40.jpg","0","1","1","2",""
"item_75b48f593d1f","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_75b48f593d1f.jpg","2","2","2","2",""
"item_de559f7781a7","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_de559f7781a7.jpg","2","1","2","2",""
"item_5405f4bfa625","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_5405f4bfa625.jpg","2","1","2","2",""
"item_ddf8cdda4a04","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_ddf8cdda4a04.jpg","2","0","2","2",""
"item_8195e5248a32","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_8195e5248a32.jpg","2","0","2","2",""
"item_6b5d93fd3590","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_6b5d93fd3590.jpg","2","2","2","2",""
"item_5c918cd7e625","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_5c918cd7e625.jpg","2","1","2","2",""
"item_eca9ac08dd13","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_eca9ac08dd13.jpg","2","2","2","2",""
"item_f4f4a5f4f1d2","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_f4f4a5f4f1d2.jpg","2","2","2","2",""
"item_7ee4326b54bf","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_7ee4326b54bf.jpg","1","1","1","2",""
"item_0f34621b9f3b","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_0f34621b9f3b.jpg","2","1","2","2",""
"item_21d85159ec19","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_21d85159ec19.jpg","0","1","1","2",""
"item_e22afa8e9b8a","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_e22afa8e9b8a.jpg","0","1","1","2",""
"item_7938687b9cc3","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_7938687b9cc3.jpg","1","2","2","2",""
"item_bbf6189b5f2c","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_bbf6189b5f2c.jpg","2","2","2","2",""
"item_e713a9249ef4","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_e713a9249ef4.jpg","2","1","2","2",""
"item_edecb13b6169","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_edecb13b6169.jpg","0","2","1","2",""
"item_9a739ed8663d","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_9a739ed8663d.jpg","2","1","2","2",""
"item_276025e3f276","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_276025e3f276.jpg","2","1","2","2",""
"item_be041a91d1a2","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_be041a91d1a2.jpg","0","1","1","2",""
"item_fcf2f171cfb5","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_fcf2f171cfb5.jpg","2","1","1","2",""
"item_e62c47aefbc7","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_e62c47aefbc7.jpg","2","0","2","2",""
"item_139169836982","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_139169836982.jpg","0","1","2","2",""
"item_01bc81e5a386","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_01bc81e5a386.jpg","0","2","1","2",""
"item_147bdbe19c20","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_147bdbe19c20.jpg","1","1","1","2",""
"item_b8d81af134ff","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_b8d81af134ff.jpg","2","1","2","2",""
"item_63c70f7e0865","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_63c70f7e0865.jpg","2","2","2","2",""
"item_b172ab71488c","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_b172ab71488c.jpg","0","2","1","2",""
"item_a156755883a3","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_a156755883a3.jpg","0","1","1","2",""
"item_27985efd668d","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_27985efd668d.jpg","0","2","2","2",""
"item_ca5b5fced2a8","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_ca5b5fced2a8.jpg","2","1","2","2",""
"item_f3c29913d5c1","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_f3c29913d5c1.jpg","2","1","2","2",""
"item_6ee0779ba8e1","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_6ee0779ba8e1.jpg","0","2","1","2",""
"item_d4725bd29517","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_d4725bd29517.jpg","1","2","1","2",""
"item_52a0c3ae0f3f","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_52a0c3ae0f3f.jpg","1","2","2","2",""
"item_c87890bd114f","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_c87890bd114f.jpg","2","1","1","2",""
"item_5c9cd4411fbb","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_5c9cd4411fbb.jpg","2","1","2","2",""
"item_6023d2e39580","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_6023d2e39580.jpg","2","2","2","2",""
"item_1351eb7463ae","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_1351eb7463ae.jpg","2","1","2","2",""
"item_e0b5b0ddadaa","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_e0b5b0ddadaa.jpg","2","1","2","2",""
"item_5eb2d61e4cf4","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_5eb2d61e4cf4.jpg","2","2","2","2",""
"item_5edd73bbe73e","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_5edd73bbe73e.jpg","2","2","2","2",""
"item_6491d8dbb952","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_6491d8dbb952.jpg","2","1","2","2",""
"item_11c2d959ab66","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_11c2d959ab66.jpg","2","1","2","2",""
"item_68df0d37be58","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_68df0d37be58.jpg","0","1","1","2",""
"item_1d4055950c98","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_1d4055950c98.jpg","2","2","2","2",""
"item_bc82b97b369f","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_bc82b97b369f.jpg","0","2","1","2",""
"item_f585357671af","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_f585357671af.jpg","0","2","1","2",""
"item_33e7eb67b8e5","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_33e7eb67b8e5.jpg","2","2","2","2",""
"item_5a9f6dde4fad","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_5a9f6dde4fad.jpg","2","1","2","2",""
"item_b1a49cf25e20","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_b1a49cf25e20.jpg","0","2","1","2",""
"item_fe4cacdc038b","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_fe4cacdc038b.jpg","0","2","1","2",""
"item_8e0afd699163","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_8e0afd699163.jpg","2","1","2","2",""
"item_10caadcb8746","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_10caadcb8746.jpg","1","1","1","2",""
"item_da257ca13417","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_da257ca13417.jpg","2","1","2","2",""
"item_8b35fae2038f","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_8b35fae2038f.jpg","1","0","2","2",""
"item_04dcf5491a08","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_04dcf5491a08.jpg","2","2","2","2",""
"item_846a50fc86f5","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_846a50fc86f5.jpg","1","1","1","2",""
"item_0dda0106be65","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_0dda0106be65.jpg","0","2","1","2",""
"item_9c46a070415d","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_9c46a070415d.jpg","0","1","1","2",""
"item_2c05cda62d95","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_2c05cda62d95.jpg","2","1","2","2",""
"item_be76f773f37b","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_be76f773f37b.jpg","1","1","1","2",""
"item_e8999f9c1c63","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_e8999f9c1c63.jpg","0","1","1","2",""
"item_7bf90b723feb","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_7bf90b723feb.jpg","0","1","1","2",""
"item_0fe5eb1be258","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_0fe5eb1be258.jpg","0","2","1","2",""
"item_acb18bc157da","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_acb18bc157da.jpg","2","2","2","2",""
"item_df28bcdd417e","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_df28bcdd417e.jpg","2","1","2","2",""
"item_ada8788eb79e","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_ada8788eb79e.jpg","2","1","2","2",""
"item_7979ac179b9a","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_7979ac179b9a.jpg","2","2","2","2",""
"item_90dd1f860959","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_90dd1f860959.jpg","2","2","2","2",""
"item_d764c20e0779","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_d764c20e0779.jpg","2","2","2","2",""
"item_d34814b9a56f","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_d34814b9a56f.jpg","1","1","1","2",""
"item_4a1da8a0213b","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_4a1da8a0213b.jpg","2","2","2","2",""
"item_f476a662a498","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_f476a662a498.jpg","2","2","1","2",""
"item_76afba08f67a","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_76afba08f67a.jpg","2","2","2","2",""
"item_64b3e58964a5","hair","Kinky","A Portrait of boy at a park","A Portrait of boy with Kinky hair at a park","assets/source_0d500a8d6ca9.png","assets/item_64b3e58964a5.jpg","2","2","2","2",""
"item_660690d21be0","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_660690d21be0.jpg","2","2","2","2",""
"item_7924bdce3368","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_7924bdce3368.jpg","2","1","2","2",""
"item_421f8d4b71a7","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_421f8d4b71a7.jpg","2","1","2","2",""
"item_b915b8de32c2","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_b915b8de32c2.jpg","0","2","1","2",""
"item_3328c6d0f74e","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_3328c6d0f74e.jpg","0","2","1","2",""
"item_8abbf6ea1b24","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_8abbf6ea1b24.jpg","0","2","2","2",""
"item_7408d4de3b1c","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_7408d4de3b1c.jpg","0","2","1","2",""
"item_93ce532c4c08","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_93ce532c4c08.jpg","2","1","2","2",""
"item_b956a2673c73","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_b956a2673c73.jpg","1","2","2","2",""
"item_c062fd2faa48","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_c062fd2faa48.jpg","2","2","2","2",""
"item_1abd29064d9e","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_1abd29064d9e.jpg","0","1","1","2",""
"item_022131742a44","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_022131742a44.jpg","0","2","1","2",""
"item_38fa3a9109fd","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_38fa3a9109fd.jpg","2","2","2","2",""
"item_9dfdfbfb119a","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_9dfdfbfb119a.jpg","2","2","2","2",""
"item_88178bf731db","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_88178bf731db.jpg","1","1","1","2",""
"item_5db5e017c2ff","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_5db5e017c2ff.jpg","1","0","1","2",""
"item_b97cc886fd2b","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_b97cc886fd2b.jpg","2","2","2","2",""
"item_d632897b5661","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_d632897b5661.jpg","0","1","1","2",""
"item_19adf1923158","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_19adf1923158.jpg","2","1","2","2",""
"item_459694a44967","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_459694a44967.jpg","2","1","2","2",""
"item_fdeba37396bd","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_fdeba37396bd.jpg","0","2","0","2",""
"item_3679431812b3","hair","Curls","A Portrait of woman at a school","A Portrait of woman with Curls hair at a school","assets/source_8a5f145d5ed6.png","assets/item_3679431812b3.jpg","2","2","2","2",""
"item_8bfca6801db1","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_8bfca6801db1.jpg","2","1","2","2",""
"item_2ffea755df35","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_2ffea755df35.jpg","0","1","1","2",""
"item_14080d6067fc","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_14080d6067fc.jpg","2","1","1","2",""
"item_93e10bd75c76","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_93e10bd75c76.jpg","2","1","2","2",""
"item_c99f59d5dc28","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_c99f59d5dc28.jpg","0","2","1","2",""
"item_15dcd313d24c","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_15dcd313d24c.jpg","2","2","2","2",""
"item_9528526d71f6","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_9528526d71f6.jpg","2","0","2","2",""
"item_ff0ea52217d3","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_ff0ea52217d3.jpg","2","2","2","2",""
"item_1f2d3365ff38","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_1f2d3365ff38.jpg","2","2","2","2",""
"item_da32d1228e25","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_da32d1228e25.jpg","0","2","1","2",""
"item_7c250cce6887","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_7c250cce6887.jpg","2","1","2","2",""
"item_9f7206e700b3","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_9f7206e700b3.jpg","2","2","2","2",""
"item_993cd89e4d1b","hair","Kinky","A Portrait of boy at a park","A Portrait of boy with Kinky hair at a park","assets/source_0d500a8d6ca9.png","assets/item_993cd89e4d1b.jpg","2","2","2","2",""
"item_c0d80455635d","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_c0d80455635d.jpg","0","2","1","2",""
"item_0fd8858b21fc","hair","Curls","A Portrait of man at a house","A Portrait of man with Curls hair at a house","assets/source_1837be64cd68.png","assets/item_0fd8858b21fc.jpg","2","1","2","2",""
"item_1c5535f58cfc","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_1c5535f58cfc.jpg","2","2","2","2",""
"item_c3af7b205b58","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_c3af7b205b58.jpg","2","2","2","2",""
"item_c6ce83fe50b1","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_c6ce83fe50b1.jpg","0","1","1","2",""
"item_197388cb2950","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_197388cb2950.jpg","2","1","2","2",""
"item_56d5adb187bf","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_56d5adb187bf.jpg","2","1","2","2",""
"item_20bf80dee2f8","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_20bf80dee2f8.jpg","0","2","2","2",""
"item_ebe1d5d43c9d","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_ebe1d5d43c9d.jpg","0","2","1","2",""
"item_12c8b8d01a45","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_12c8b8d01a45.jpg","2","2","2","2",""
"item_f9f9ee09cbab","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_f9f9ee09cbab.jpg","2","2","2","2",""
"item_3d61f5b14d37","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_3d61f5b14d37.jpg","1","1","1","2",""
"item_1954c1773bf3","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_1954c1773bf3.jpg","2","2","2","2",""
"item_4251a6db61b3","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_4251a6db61b3.jpg","2","1","2","2",""
"item_86121d7c9bf2","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_86121d7c9bf2.jpg","2","0","2","2",""
"item_088f6b46a4be","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_088f6b46a4be.jpg","0","2","1","2",""
"item_25732f8b8c9a","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_25732f8b8c9a.jpg","2","1","2","2",""
"item_25707b098c55","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_25707b098c55.jpg","2","1","2","2",""
"item_8eebf99803e3","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_8eebf99803e3.jpg","2","1","2","1",""
