row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image,available,reason,image_sha256
gt-diagnostic-v2::rk2_auto::synth_0010::seed_000,synth_0010,0,rk2_auto,torso,batman,medium,comparable,A robot at a school,A robot with batman torso at a school,core/data/partedit_subset/cases/synth_0010/source.png,core/data/partedit_subset/cases/synth_0010/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0010/seed_000/img_0.jpg,True,,e4b601ab0d44ce5ee73a19200ad4ab95cf39f0d61d354e183677451845ffd6ce
gt-diagnostic-v2::rk2_gt::synth_0010::seed_000,synth_0010,0,rk2_gt,torso,batman,medium,comparable,A robot at a school,A robot with batman torso at a school,core/data/partedit_subset/cases/synth_0010/source.png,core/data/partedit_subset/cases/synth_0010/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0010/seed_000/img_0.jpg,True,,6edcf1366c243c5e33ea18249acac1d7b29e7ea258cf18cf4a5d332a8e6c9802
gt-diagnostic-v2::rk2_n15_auto::synth_0010::seed_000,synth_0010,0,rk2_n15_auto,torso,batman,medium,comparable,A robot at a school,A robot with batman torso at a school,core/data/partedit_subset/cases/synth_0010/source.png,core/data/partedit_subset/cases/synth_0010/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0010/seed_000/img_0.jpg,True,,e843b65609e9a6d7802a5ac8faa4aef369d4d97fe2c35d3f07d975d26cc5e085
gt-diagnostic-v2::rk2_n15_gt::synth_0010::seed_000,synth_0010,0,rk2_n15_gt,torso,batman,medium,comparable,A robot at a school,A robot with batman torso at a school,core/data/partedit_subset/cases/synth_0010/source.png,core/data/partedit_subset/cases/synth_0010/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0010/seed_000/img_0.jpg,True,,d4a5a25917dbb0ff9c6a825a38551a964845a71abf517f47cae43232351aba57
gt-diagnostic-v2::endpoint_auto::synth_0011::seed_000,synth_0011,0,endpoint_auto,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0011/seed_000/img_0.jpg,True,,fa9c496e503d8f85f544c2009a1e75108bd797775dbc1a9a1c45af0c082aef8c
gt-diagnostic-v2::endpoint_gt::synth_0011::seed_000,synth_0011,0,endpoint_gt,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0011/seed_000/img_0.jpg,True,,22a63ae216a20f58f7fa7c248b45bedadf6a4e0d0d1c88ccacadcee11fc6d43f
gt-diagnostic-v2::rk2_auto::synth_0011::seed_000,synth_0011,0,rk2_auto,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0011/seed_000/img_0.jpg,True,,b972e6fe3cb48126b061a60110af600dd046a8f230ff581ffb5205160f21c86b
gt-diagnostic-v2::rk2_gt::synth_0011::seed_000,synth_0011,0,rk2_gt,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0011/seed_000/img_0.jpg,True,,4127b0a1ce4b0c5ce2a2cfa551d0619e6856451ee1927bde51f4d642869bd38a
gt-diagnostic-v2::rk2_n15_auto::synth_0011::seed_000,synth_0011,0,rk2_n15_auto,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0011/seed_000/img_0.jpg,True,,481220ae93f8202a280a33a14c15c8252d07f6f33739920916e6fed7a6e42afb
gt-diagnostic-v2::rk2_n15_gt::synth_0011::seed_000,synth_0011,0,rk2_n15_gt,torso,spiderman,small,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0011/source.png,core/data/partedit_subset/cases/synth_0011/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0011/seed_000/img_0.jpg,True,,e243c7f2636ded8286bc05a117a05b7a3bf0c2f66377a8d4e2279c21b2c58a33
gt-diagnostic-v2::endpoint_auto::synth_0012::seed_000,synth_0012,0,endpoint_auto,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0012/seed_000/img_0.jpg,True,,7c8183e2982a181f0bd77bfb6c6458ca18bdb2d0e0321b762350a58f028d640e
gt-diagnostic-v2::endpoint_gt::synth_0012::seed_000,synth_0012,0,endpoint_gt,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0012/seed_000/img_0.jpg,True,,f5fef0766bb3e900d9db32fd3c29d4d7d3c6a0ce982fbf85608f19c5f8af6457
gt-diagnostic-v2::rk2_auto::synth_0012::seed_000,synth_0012,0,rk2_auto,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0012/seed_000/img_0.jpg,True,,c456915ce30a091c997c237861f26a903957a22c30151eb79f84ccf2150979df
gt-diagnostic-v2::rk2_gt::synth_0012::seed_000,synth_0012,0,rk2_gt,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0012/seed_000/img_0.jpg,True,,9bf3a591d92148ce7a7a7ff9c89a903bcac07d5592badc59c41a071c343bc072
gt-diagnostic-v2::rk2_n15_auto::synth_0012::seed_000,synth_0012,0,rk2_n15_auto,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0012/seed_000/img_0.jpg,True,,d5f76ea90228a98fe037f008e59ace0803d9fbe4ac4882924b7e6f1b702d2e5c
gt-diagnostic-v2::rk2_n15_gt::synth_0012::seed_000,synth_0012,0,rk2_n15_gt,torso,spiderman,large,comparable,A robot at a museum,A robot with spiderman torso at a museum,core/data/partedit_subset/cases/synth_0012/source.png,core/data/partedit_subset/cases/synth_0012/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0012/seed_000/img_0.jpg,True,,81a3b78589dfb463aafeed5c36098f83f42b1cd901653ad12b30fe9f1f3e95e8
gt-diagnostic-v2::endpoint_auto::synth_0013::seed_000,synth_0013,0,endpoint_auto,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0013/seed_000/img_0.jpg,True,,6958fa290bc30c8200301a380669ef8f493fdae6d1480ca63c818519b9cfc357
gt-diagnostic-v2::endpoint_gt::synth_0013::seed_000,synth_0013,0,endpoint_gt,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0013/seed_000/img_0.jpg,True,,786dcf766ca052bde50d27e31443efc445ad171138d27c3970ec056250714677
gt-diagnostic-v2::rk2_auto::synth_0013::seed_000,synth_0013,0,rk2_auto,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0013/seed_000/img_0.jpg,True,,92b3e5177619a87c4f509e52dce3d0767e37ccf9d33e139b67a20866ffcc1fb2
gt-diagnostic-v2::rk2_gt::synth_0013::seed_000,synth_0013,0,rk2_gt,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0013/seed_000/img_0.jpg,True,,4c84599fb5aa9cb4c4f7e8028e183c109c33ea3ef2aad4d28abb5ad732c3a485
gt-diagnostic-v2::rk2_n15_auto::synth_0013::seed_000,synth_0013,0,rk2_n15_auto,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0013/seed_000/img_0.jpg,True,,f816c13f9f0dd00b842f6983484b8931f460fbab740665063b8694eb433751f5
gt-diagnostic-v2::rk2_n15_gt::synth_0013::seed_000,synth_0013,0,rk2_n15_gt,torso,uniform,small,comparable,A alien at a school,A alien with uniform torso at a school,core/data/partedit_subset/cases/synth_0013/source.png,core/data/partedit_subset/cases/synth_0013/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0013/seed_000/img_0.jpg,True,,2d507376d7714fe3bce27042b60a5d19b2edb627d9341e98b70e72c887b9bc66
gt-diagnostic-v2::endpoint_auto::synth_0014::seed_000,synth_0014,0,endpoint_auto,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0014/seed_000/img_0.jpg,False,safety_filtered,
gt-diagnostic-v2::endpoint_gt::synth_0014::seed_000,synth_0014,0,endpoint_gt,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0014/seed_000/img_0.jpg,False,safety_filtered,
gt-diagnostic-v2::rk2_auto::synth_0014::seed_000,synth_0014,0,rk2_auto,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0014/seed_000/img_0.jpg,False,safety_filtered,
gt-diagnostic-v2::rk2_gt::synth_0014::seed_000,synth_0014,0,rk2_gt,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0014/seed_000/img_0.jpg,True,,98e91b7bef8a60cbfcc57330ddfcb045cb36e313cc10ddde5872d1e47e4bd53b
gt-diagnostic-v2::rk2_n15_auto::synth_0014::seed_000,synth_0014,0,rk2_n15_auto,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0014/seed_000/img_0.jpg,False,safety_filtered,
gt-diagnostic-v2::rk2_n15_gt::synth_0014::seed_000,synth_0014,0,rk2_n15_gt,torso,robot,medium,comparable,A alien at a gym,A alien with robot torso at a gym,core/data/partedit_subset/cases/synth_0014/source.png,core/data/partedit_subset/cases/synth_0014/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0014/seed_000/img_0.jpg,False,safety_filtered,
gt-diagnostic-v2::endpoint_auto::synth_0015::seed_000,synth_0015,0,endpoint_auto,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0015/seed_000/img_0.jpg,True,,f477f0d6039e59ea6b5470ba9749e19a1d939d6c6d7746370c6c9576dd1bece4
gt-diagnostic-v2::endpoint_gt::synth_0015::seed_000,synth_0015,0,endpoint_gt,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0015/seed_000/img_0.jpg,True,,e8459f6a71476a8518b1ea1410a90cea846a6781b1a40f631ead92f30f46ef5b
gt-diagnostic-v2::rk2_auto::synth_0015::seed_000,synth_0015,0,rk2_auto,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0015/seed_000/img_0.jpg,True,,2688579a67e90ade55beceef40335846f6e242df3b6acfb7b607f08c3df0ca9e
gt-diagnostic-v2::rk2_gt::synth_0015::seed_000,synth_0015,0,rk2_gt,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0015/seed_000/img_0.jpg,True,,2de2ac43883048c73330763e07340e832fcedc586630653fda15cfc780599b26
gt-diagnostic-v2::rk2_n15_auto::synth_0015::seed_000,synth_0015,0,rk2_n15_auto,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0015/seed_000/img_0.jpg,True,,6942c41d9534a788d897bc3ce4782975394d2b2556ee57b2fb3ad9749773904a
gt-diagnostic-v2::rk2_n15_gt::synth_0015::seed_000,synth_0015,0,rk2_n15_gt,torso,formal-suit,large,comparable,A robot at a restaurant,A robot with formal-suit torso at a restaurant,core/data/partedit_subset/cases/synth_0015/source.png,core/data/partedit_subset/cases/synth_0015/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0015/seed_000/img_0.jpg,True,,530006ce0716620f332015f80ffe583e7cd8f528b864ab866384d2ca5935067c
gt-diagnostic-v2::endpoint_auto::synth_0016::seed_000,synth_0016,0,endpoint_auto,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0016/seed_000/img_0.jpg,True,,9630f10533f642a722799bb0a1769cf41b59f6473f14f69e1777470f2d6211bf
gt-diagnostic-v2::endpoint_gt::synth_0016::seed_000,synth_0016,0,endpoint_gt,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0016/seed_000/img_0.jpg,True,,7d3167100f7e64ae6078af1150f877b0f8d126b85ac3da8cae708da2d9cce6ec
gt-diagnostic-v2::rk2_auto::synth_0016::seed_000,synth_0016,0,rk2_auto,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0016/seed_000/img_0.jpg,True,,8d000ce08b20f700d55120d9e7ac38d1eade1afcb187a4a5d25685d1321aec7b
gt-diagnostic-v2::rk2_gt::synth_0016::seed_000,synth_0016,0,rk2_gt,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0016/seed_000/img_0.jpg,True,,4df8e041a47a2aa1f3c208ee2c0c99fe8b849e6b18629d432bd2a7a75090e4a8
gt-diagnostic-v2::rk2_n15_auto::synth_0016::seed_000,synth_0016,0,rk2_n15_auto,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0016/seed_000/img_0.jpg,True,,6603c0ee44413d7aed1f3c775f8a1ecb344bb4f88f23e64269c09f793b0c6106
gt-diagnostic-v2::rk2_n15_gt::synth_0016::seed_000,synth_0016,0,rk2_n15_gt,torso,armor,large,comparable,A girl at a stadium,A girl with armor torso at a stadium,core/data/partedit_subset/cases/synth_0016/source.png,core/data/partedit_subset/cases/synth_0016/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0016/seed_000/img_0.jpg,True,,452a6917213c9c056ceb0ee643de179fcbcd2661a39699413d013e95f15489e8
gt-diagnostic-v2::endpoint_auto::synth_0017::seed_000,synth_0017,0,endpoint_auto,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0017/seed_000/img_0.jpg,True,,682051b2537e29ccabfb15f4fbc583576578952b363da02b3c459bded77717e2
gt-diagnostic-v2::endpoint_gt::synth_0017::seed_000,synth_0017,0,endpoint_gt,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0017/seed_000/img_0.jpg,True,,f789f9920faf24595ee1719c75b7a11023f4d6e58a261e0dc6ab34105f52c667
gt-diagnostic-v2::rk2_auto::synth_0017::seed_000,synth_0017,0,rk2_auto,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0017/seed_000/img_0.jpg,True,,6298840dacbabc5c0f1bf6ee45dc9ac57404e8bd2f32557d364c82558d6c3146
gt-diagnostic-v2::rk2_gt::synth_0017::seed_000,synth_0017,0,rk2_gt,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0017/seed_000/img_0.jpg,True,,3b0b040e7c2fe7cacac6f9acd5abb1b67b7b38ee115913d81aae3dcc89b73baa
gt-diagnostic-v2::rk2_n15_auto::synth_0017::seed_000,synth_0017,0,rk2_n15_auto,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0017/seed_000/img_0.jpg,True,,635d36844854e8663b4526295b53f814470b63c6b16eaa1bf8366ecb6d205a9b
gt-diagnostic-v2::rk2_n15_gt::synth_0017::seed_000,synth_0017,0,rk2_n15_gt,torso,robotic-parts,large,comparable,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,core/data/partedit_subset/cases/synth_0017/source.png,core/data/partedit_subset/cases/synth_0017/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0017/seed_000/img_0.jpg,True,,744d150b72b870de45598b259e28c57c410916c89d53bcbac34969dc625816de
gt-diagnostic-v2::endpoint_auto::synth_0018::seed_000,synth_0018,0,endpoint_auto,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0018/seed_000/img_0.jpg,True,,2718b29a20585dda5a4db99b367ebc6ad7ced48b26e4b867ffdd0728cf246821
gt-diagnostic-v2::endpoint_gt::synth_0018::seed_000,synth_0018,0,endpoint_gt,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0018/seed_000/img_0.jpg,True,,ba7d7caab05093535b34a8f403f4567a958c3d082562fa0c30db4a9dcb501872
gt-diagnostic-v2::rk2_auto::synth_0018::seed_000,synth_0018,0,rk2_auto,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0018/seed_000/img_0.jpg,True,,35439c2eedbb6934b62b141280b396252e54679fa50dc4fc539e74c0da2f4dd3
gt-diagnostic-v2::rk2_gt::synth_0018::seed_000,synth_0018,0,rk2_gt,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0018/seed_000/img_0.jpg,True,,42d254ecc1e4dd3787157d50b8a86b7ec81562dacfa8f0eea259bfd3493447b8
gt-diagnostic-v2::rk2_n15_auto::synth_0018::seed_000,synth_0018,0,rk2_n15_auto,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0018/seed_000/img_0.jpg,True,,0216d6a2c249c8f47a822cb2878316d95b5852a3b3b2a88991f5b623d41ac19a
gt-diagnostic-v2::rk2_n15_gt::synth_0018::seed_000,synth_0018,0,rk2_n15_gt,torso,armor,medium,comparable,A boy at a restaurant,A boy with armor torso at a restaurant,core/data/partedit_subset/cases/synth_0018/source.png,core/data/partedit_subset/cases/synth_0018/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0018/seed_000/img_0.jpg,True,,7fc72a73561bf721af9118b3b8602374669e3812bd97ca43b52d15e66454edcf
gt-diagnostic-v2::endpoint_auto::synth_0019::seed_000,synth_0019,0,endpoint_auto,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0019/seed_000/img_0.jpg,True,,3f75a180e8ed0e963e2e6866378690d52bac1cdcb014fc41bd28cd4a64ec4e41
gt-diagnostic-v2::endpoint_gt::synth_0019::seed_000,synth_0019,0,endpoint_gt,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0019/seed_000/img_0.jpg,True,,51f36622f6d1a0d629d0c6464ea113fb57ffb7609c86cea5c4e368ddb8127854
gt-diagnostic-v2::rk2_auto::synth_0019::seed_000,synth_0019,0,rk2_auto,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0019/seed_000/img_0.jpg,True,,044b1dc9a1ced3806be08f736ca401c6b45d8bca0990d483323fce699287e240
gt-diagnostic-v2::rk2_gt::synth_0019::seed_000,synth_0019,0,rk2_gt,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_gt/synth_0019/seed_000/img_0.jpg,True,,67ad26cda7a8e3cb6f55ceee65fe0c3c0e24c62cfdeea7af0f8e0f0e5ccb970d
gt-diagnostic-v2::rk2_n15_auto::synth_0019::seed_000,synth_0019,0,rk2_n15_auto,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_auto/synth_0019/seed_000/img_0.jpg,True,,40851c64b00c12f25515f7e1abe802efc546f6c18ca8fe9ede5a34bf6ac679b9
gt-diagnostic-v2::rk2_n15_gt::synth_0019::seed_000,synth_0019,0,rk2_n15_gt,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/gt_mask_diagnostic_v2/rk2_n15_gt/synth_0019/seed_000/img_0.jpg,True,,5c134e0229f2fa45ce1c6c4f2d5d6e13dbe715bb96f1507e6bcaaa9726ec1b8c
gt-diagnostic-v2::endpoint_auto::synth_0020::seed_000,synth_0020,0,endpoint_auto,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0020/seed_000/img_0.jpg,True,,e57c6a2eaae10df1bcca4cbc550c63834236895e57ba6092d4f4ea9f8964d04a
gt-diagnostic-v2::endpoint_gt::synth_0020::seed_000,synth_0020,0,endpoint_gt,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v2/endpoint_gt/synth_0020/seed_000/img_0.jpg,True,,73b382e7e256fb486a34c43e860f3356e74a8394b565ec6729649e1d28ec4e99
gt-diagnostic-v2::rk2_auto::synth_0020::seed_000,synth_0020,0,rk2_auto,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0020/seed_000/img_0.jpg,True,,d766b88a1726578336f870b414e98f32c8022e0b0b8631e3d95ef1bc5d696cc7
