row_uid,case_uid,seed,method,part,edit,part_size,footprint_change,source_prompt,target_prompt,source_image,gt_mask,edited_image
gt-diagnostic-v1::rk2_gt::synth_0019::seed_000,synth_0019,0,rk2_gt,hair,Wavy,medium,comparable,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,core/data/partedit_subset/cases/synth_0019/source.png,core/data/partedit_subset/cases/synth_0019/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0019/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0020::seed_000,synth_0020,0,endpoint_auto,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0020/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0020::seed_000,synth_0020,0,endpoint_gt,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0020/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0020::seed_000,synth_0020,0,rk2_auto,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0020/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0020::seed_000,synth_0020,0,rk2_gt,hair,Curls,large,comparable,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,core/data/partedit_subset/cases/synth_0020/source.png,core/data/partedit_subset/cases/synth_0020/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0020/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0021::seed_000,synth_0021,0,endpoint_auto,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0021/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0021::seed_000,synth_0021,0,endpoint_gt,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0021/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0021::seed_000,synth_0021,0,rk2_auto,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0021/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0021::seed_000,synth_0021,0,rk2_gt,hair,Afro,large,comparable,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,core/data/partedit_subset/cases/synth_0021/source.png,core/data/partedit_subset/cases/synth_0021/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0021/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0022::seed_000,synth_0022,0,endpoint_auto,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0022/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0022::seed_000,synth_0022,0,endpoint_gt,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0022/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0022::seed_000,synth_0022,0,rk2_auto,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0022/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0022::seed_000,synth_0022,0,rk2_gt,hair,Kinky,medium,comparable,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,core/data/partedit_subset/cases/synth_0022/source.png,core/data/partedit_subset/cases/synth_0022/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0022/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0023::seed_000,synth_0023,0,endpoint_auto,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0023/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0023::seed_000,synth_0023,0,endpoint_gt,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0023/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0023::seed_000,synth_0023,0,rk2_auto,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0023/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0023::seed_000,synth_0023,0,rk2_gt,hair,blond,small,comparable,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,core/data/partedit_subset/cases/synth_0023/source.png,core/data/partedit_subset/cases/synth_0023/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0023/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0024::seed_000,synth_0024,0,endpoint_auto,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0024/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0024::seed_000,synth_0024,0,endpoint_gt,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0024/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0024::seed_000,synth_0024,0,rk2_auto,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0024/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0024::seed_000,synth_0024,0,rk2_gt,hair,Curley,large,expansion,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,core/data/partedit_subset/cases/synth_0024/source.png,core/data/partedit_subset/cases/synth_0024/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0024/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0025::seed_000,synth_0025,0,endpoint_auto,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0025/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0025::seed_000,synth_0025,0,endpoint_gt,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0025/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0025::seed_000,synth_0025,0,rk2_auto,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0025/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0025::seed_000,synth_0025,0,rk2_gt,hair,Botticelli-Curls,medium,comparable,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,core/data/partedit_subset/cases/synth_0025/source.png,core/data/partedit_subset/cases/synth_0025/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0025/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0026::seed_000,synth_0026,0,endpoint_auto,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0026/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0026::seed_000,synth_0026,0,endpoint_gt,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0026/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0026::seed_000,synth_0026,0,rk2_auto,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0026/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0026::seed_000,synth_0026,0,rk2_gt,hair,Curls,small,expansion,A Portrait of man at a house,A Portrait of man with Curls hair at a house,core/data/partedit_subset/cases/synth_0026/source.png,core/data/partedit_subset/cases/synth_0026/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0026/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0027::seed_000,synth_0027,0,endpoint_auto,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0027/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0027::seed_000,synth_0027,0,endpoint_gt,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0027/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0027::seed_000,synth_0027,0,rk2_auto,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0027/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0027::seed_000,synth_0027,0,rk2_gt,hair,Curls,large,comparable,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,core/data/partedit_subset/cases/synth_0027/source.png,core/data/partedit_subset/cases/synth_0027/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0027/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0028::seed_000,synth_0028,0,endpoint_auto,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0028/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0028::seed_000,synth_0028,0,endpoint_gt,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0028/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0028::seed_000,synth_0028,0,rk2_auto,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0028/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0028::seed_000,synth_0028,0,rk2_gt,head,dragon,small,comparable,A cow at a restaurant,A cow with dragon head at a restaurant,core/data/partedit_subset/cases/synth_0028/source.png,core/data/partedit_subset/cases/synth_0028/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0028/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0029::seed_000,synth_0029,0,endpoint_auto,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0029/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0029::seed_000,synth_0029,0,endpoint_gt,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0029/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0029::seed_000,synth_0029,0,rk2_auto,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0029/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0029::seed_000,synth_0029,0,rk2_gt,head,lion,small,expansion,A dog at a pool,A dog with lion head at a pool,core/data/partedit_subset/cases/synth_0029/source.png,core/data/partedit_subset/cases/synth_0029/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0029/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0030::seed_000,synth_0030,0,endpoint_auto,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0030/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0030::seed_000,synth_0030,0,endpoint_gt,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0030/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0030::seed_000,synth_0030,0,rk2_auto,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0030/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0030::seed_000,synth_0030,0,rk2_gt,head,dog,small,contraction,A bear at a jungle,A bear with dog head at a jungle,core/data/partedit_subset/cases/synth_0030/source.png,core/data/partedit_subset/cases/synth_0030/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0030/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0031::seed_000,synth_0031,0,endpoint_auto,head,dragon,medium,expansion,A horse at a jungle,A horse with dragon head at a jungle,core/data/partedit_subset/cases/synth_0031/source.png,core/data/partedit_subset/cases/synth_0031/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0031/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0031::seed_000,synth_0031,0,endpoint_gt,head,dragon,medium,expansion,A horse at a jungle,A horse with dragon head at a jungle,core/data/partedit_subset/cases/synth_0031/source.png,core/data/partedit_subset/cases/synth_0031/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0031/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0031::seed_000,synth_0031,0,rk2_auto,head,dragon,medium,expansion,A horse at a jungle,A horse with dragon head at a jungle,core/data/partedit_subset/cases/synth_0031/source.png,core/data/partedit_subset/cases/synth_0031/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0031/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0031::seed_000,synth_0031,0,rk2_gt,head,dragon,medium,expansion,A horse at a jungle,A horse with dragon head at a jungle,core/data/partedit_subset/cases/synth_0031/source.png,core/data/partedit_subset/cases/synth_0031/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0031/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0032::seed_000,synth_0032,0,endpoint_auto,head,dragon,small,expansion,A cat at a desert,A cat with dragon head at a desert,core/data/partedit_subset/cases/synth_0032/source.png,core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0032/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0032::seed_000,synth_0032,0,endpoint_gt,head,dragon,small,expansion,A cat at a desert,A cat with dragon head at a desert,core/data/partedit_subset/cases/synth_0032/source.png,core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0032/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0032::seed_000,synth_0032,0,rk2_auto,head,dragon,small,expansion,A cat at a desert,A cat with dragon head at a desert,core/data/partedit_subset/cases/synth_0032/source.png,core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0032/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0032::seed_000,synth_0032,0,rk2_gt,head,dragon,small,expansion,A cat at a desert,A cat with dragon head at a desert,core/data/partedit_subset/cases/synth_0032/source.png,core/data/partedit_subset/cases/synth_0032/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0032/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0033::seed_000,synth_0033,0,endpoint_auto,head,cat,medium,comparable,A dog at a restaurant,A dog with cat head at a restaurant,core/data/partedit_subset/cases/synth_0033/source.png,core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0033/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0033::seed_000,synth_0033,0,endpoint_gt,head,cat,medium,comparable,A dog at a restaurant,A dog with cat head at a restaurant,core/data/partedit_subset/cases/synth_0033/source.png,core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0033/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0033::seed_000,synth_0033,0,rk2_auto,head,cat,medium,comparable,A dog at a restaurant,A dog with cat head at a restaurant,core/data/partedit_subset/cases/synth_0033/source.png,core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0033/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0033::seed_000,synth_0033,0,rk2_gt,head,cat,medium,comparable,A dog at a restaurant,A dog with cat head at a restaurant,core/data/partedit_subset/cases/synth_0033/source.png,core/data/partedit_subset/cases/synth_0033/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0033/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0034::seed_000,synth_0034,0,endpoint_auto,head,unicorn,small,expansion,A dog at a mountain,A dog with unicorn head at a mountain,core/data/partedit_subset/cases/synth_0034/source.png,core/data/partedit_subset/cases/synth_0034/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0034/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0034::seed_000,synth_0034,0,endpoint_gt,head,unicorn,small,expansion,A dog at a mountain,A dog with unicorn head at a mountain,core/data/partedit_subset/cases/synth_0034/source.png,core/data/partedit_subset/cases/synth_0034/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0034/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0034::seed_000,synth_0034,0,rk2_auto,head,unicorn,small,expansion,A dog at a mountain,A dog with unicorn head at a mountain,core/data/partedit_subset/cases/synth_0034/source.png,core/data/partedit_subset/cases/synth_0034/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0034/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0034::seed_000,synth_0034,0,rk2_gt,head,unicorn,small,expansion,A dog at a mountain,A dog with unicorn head at a mountain,core/data/partedit_subset/cases/synth_0034/source.png,core/data/partedit_subset/cases/synth_0034/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0034/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0035::seed_000,synth_0035,0,endpoint_auto,head,cheetah,small,expansion,A cat at a museum,A cat with cheetah head at a museum,core/data/partedit_subset/cases/synth_0035/source.png,core/data/partedit_subset/cases/synth_0035/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0035/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0035::seed_000,synth_0035,0,endpoint_gt,head,cheetah,small,expansion,A cat at a museum,A cat with cheetah head at a museum,core/data/partedit_subset/cases/synth_0035/source.png,core/data/partedit_subset/cases/synth_0035/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0035/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0035::seed_000,synth_0035,0,rk2_auto,head,cheetah,small,expansion,A cat at a museum,A cat with cheetah head at a museum,core/data/partedit_subset/cases/synth_0035/source.png,core/data/partedit_subset/cases/synth_0035/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0035/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0035::seed_000,synth_0035,0,rk2_gt,head,cheetah,small,expansion,A cat at a museum,A cat with cheetah head at a museum,core/data/partedit_subset/cases/synth_0035/source.png,core/data/partedit_subset/cases/synth_0035/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0035/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0036::seed_000,synth_0036,0,endpoint_auto,head,lion,medium,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0036/source.png,core/data/partedit_subset/cases/synth_0036/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0036/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0036::seed_000,synth_0036,0,endpoint_gt,head,lion,medium,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0036/source.png,core/data/partedit_subset/cases/synth_0036/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0036/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0036::seed_000,synth_0036,0,rk2_auto,head,lion,medium,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0036/source.png,core/data/partedit_subset/cases/synth_0036/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0036/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0036::seed_000,synth_0036,0,rk2_gt,head,lion,medium,comparable,A bear at a zoo,A bear with lion head at a zoo,core/data/partedit_subset/cases/synth_0036/source.png,core/data/partedit_subset/cases/synth_0036/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0036/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0037::seed_000,synth_0037,0,endpoint_auto,head,dragon,small,expansion,A dog at a farm,A dog with dragon head at a farm,core/data/partedit_subset/cases/synth_0037/source.png,core/data/partedit_subset/cases/synth_0037/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0037/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0037::seed_000,synth_0037,0,endpoint_gt,head,dragon,small,expansion,A dog at a farm,A dog with dragon head at a farm,core/data/partedit_subset/cases/synth_0037/source.png,core/data/partedit_subset/cases/synth_0037/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0037/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0037::seed_000,synth_0037,0,rk2_auto,head,dragon,small,expansion,A dog at a farm,A dog with dragon head at a farm,core/data/partedit_subset/cases/synth_0037/source.png,core/data/partedit_subset/cases/synth_0037/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0037/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0037::seed_000,synth_0037,0,rk2_gt,head,dragon,small,expansion,A dog at a farm,A dog with dragon head at a farm,core/data/partedit_subset/cases/synth_0037/source.png,core/data/partedit_subset/cases/synth_0037/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0037/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_auto::synth_0038::seed_000,synth_0038,0,endpoint_auto,head,dragon,large,expansion,A horse at a zoo,A horse with dragon head at a zoo,core/data/partedit_subset/cases/synth_0038/source.png,core/data/partedit_subset/cases/synth_0038/gt_mask.png,core/results/heldout_control_comparison/endpoint_projection/synth_0038/seed_000/img_0.jpg
gt-diagnostic-v1::endpoint_gt::synth_0038::seed_000,synth_0038,0,endpoint_gt,head,dragon,large,expansion,A horse at a zoo,A horse with dragon head at a zoo,core/data/partedit_subset/cases/synth_0038/source.png,core/data/partedit_subset/cases/synth_0038/gt_mask.png,core/results/gt_mask_diagnostic_v1/endpoint_gt/synth_0038/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_auto::synth_0038::seed_000,synth_0038,0,rk2_auto,head,dragon,large,expansion,A horse at a zoo,A horse with dragon head at a zoo,core/data/partedit_subset/cases/synth_0038/source.png,core/data/partedit_subset/cases/synth_0038/gt_mask.png,core/results/heldout_control_comparison/residual_rk2/synth_0038/seed_000/img_0.jpg
gt-diagnostic-v1::rk2_gt::synth_0038::seed_000,synth_0038,0,rk2_gt,head,dragon,large,expansion,A horse at a zoo,A horse with dragon head at a zoo,core/data/partedit_subset/cases/synth_0038/source.png,core/data/partedit_subset/cases/synth_0038/gt_mask.png,core/results/gt_mask_diagnostic_v1/rk2_gt/synth_0038/seed_000/img_0.jpg
