"review_uid","part","edit","source_prompt","target_prompt","source_image","candidate_image","local_edit_success_0_2","non_target_preservation_0_2","overall_prompt_adherence_0_2","visual_quality_0_2","short_note"
"item_5aca444b5ddf","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_5aca444b5ddf.jpg","0","1","1","2",""
"item_53572141f1a5","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_53572141f1a5.jpg","2","1","2","2",""
"item_3d8ad9809de4","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_3d8ad9809de4.jpg","2","2","2","2",""
"item_b967a5548569","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_b967a5548569.jpg","0","1","1","2",""
"item_a6659705b7ec","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_a6659705b7ec.jpg","2","2","2","2",""
"item_37fe614c25eb","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_37fe614c25eb.jpg","0","1","1","2",""
"item_3b07b79a39e5","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_3b07b79a39e5.jpg","0","2","2","2",""
"item_030580108c78","head","cheetah","A panda at a school","A panda with cheetah head at a school","assets/source_3506d9604bf8.png","assets/item_030580108c78.jpg","0","1","1","2",""
"item_48bc4d258969","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_48bc4d258969.jpg","1","2","1","2",""
"item_ed5094a397e6","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_ed5094a397e6.jpg","2","1","2","2",""
"item_c44d7b2dfda9","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_c44d7b2dfda9.jpg","0","2","1","2",""
"item_10dd634e7e27","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_10dd634e7e27.jpg","2","1","2","2",""
"item_3094b3630f26","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_3094b3630f26.jpg","0","2","1","2",""
"item_510adf0eb8b4","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_510adf0eb8b4.jpg","2","2","2","2",""
"item_9520f590fac3","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_9520f590fac3.jpg","","","","",""
"item_f0026bd93b6c","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_f0026bd93b6c.jpg","1","2","2","2",""
"item_eb4a92429e74","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_eb4a92429e74.jpg","2","2","2","2",""
"item_d28e5e2ec2ad","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_d28e5e2ec2ad.jpg","1","2","2","2",""
"item_060f3b0ed20a","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_060f3b0ed20a.jpg","1","2","2","2",""
"item_84f8c618755e","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_84f8c618755e.jpg","2","1","2","2",""
"item_e40a88618e9f","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_e40a88618e9f.jpg","2","1","2","2",""
"item_995aad1b0665","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_995aad1b0665.jpg","2","1","2","2",""
"item_438ba05371d9","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_438ba05371d9.jpg","1","0","2","2",""
"item_bfbc29c42497","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_bfbc29c42497.jpg","2","1","2","2",""
"item_12cc964df138","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_12cc964df138.jpg","2","1","1","2",""
"item_4b8500e4ce9f","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_4b8500e4ce9f.jpg","2","2","2","2",""
"item_d0d5ad81b1d1","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_d0d5ad81b1d1.jpg","2","2","2","2",""
"item_bfb562513ef3","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_bfb562513ef3.jpg","0","2","1","2",""
"item_c70aaba05006","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_c70aaba05006.jpg","0","2","1","2",""
"item_3d3e7b95f869","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_3d3e7b95f869.jpg","2","1","2","2",""
"item_82ac9081d5e0","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_82ac9081d5e0.jpg","0","2","1","2",""
"item_7f0e58128464","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_7f0e58128464.jpg","2","2","2","2",""
"item_8f480393d68d","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_8f480393d68d.jpg","2","1","2","2",""
"item_8ea06b7c2ca5","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_8ea06b7c2ca5.jpg","2","2","2","2",""
"item_996a09fb9e3e","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_996a09fb9e3e.jpg","2","2","2","2",""
"item_360db397ae59","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_360db397ae59.jpg","2","1","2","2",""
"item_c85c0578bf8a","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_c85c0578bf8a.jpg","2","1","2","2",""
"item_0e1c801642fc","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_0e1c801642fc.jpg","0","2","1","2",""
"item_d2c8699272d0","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_d2c8699272d0.jpg","2","2","2","2",""
"item_361a4283f100","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_361a4283f100.jpg","0","1","2","2",""
"item_93f9a50d5b09","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_93f9a50d5b09.jpg","2","2","2","2",""
"item_4d1e1d6a3c44","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_4d1e1d6a3c44.jpg","0","2","2","2",""
"item_9f59e8c8488b","head","dragon","A dog at a farm","A dog with dragon head at a farm","assets/source_2a043df583fd.png","assets/item_9f59e8c8488b.jpg","0","2","1","2",""
"item_1b2d4684b9f3","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_1b2d4684b9f3.jpg","2","2","2","2",""
"item_8f8fcd0aeb7a","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_8f8fcd0aeb7a.jpg","0","2","1","2",""
"item_a7f27626287e","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_a7f27626287e.jpg","2","1","2","2",""
"item_db88b6ef5342","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_db88b6ef5342.jpg","2","2","2","2",""
"item_717cd7cb3160","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_717cd7cb3160.jpg","","2","2","2",""
"item_9514ae716f86","car hood","vinyl-art","A classic-car at a garage","A classic-car with vinyl-art car hood at a garage","assets/source_f3b27b9b2ef0.png","assets/item_9514ae716f86.jpg","2","1","2","2",""
"item_85be6acfcf38","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_85be6acfcf38.jpg","2","2","2","2",""
"item_829de774a204","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_829de774a204.jpg","2","0","2","2",""
"item_ea2884a27d60","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_ea2884a27d60.jpg","2","1","2","2",""
"item_8c9d47a26761","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_8c9d47a26761.jpg","1","2","1","2",""
"item_d7011f80ea33","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_d7011f80ea33.jpg","0","1","1","2",""
"item_15dab05487be","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_15dab05487be.jpg","0","1","1","2",""
"item_ba12ad52df84","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_ba12ad52df84.jpg","2","1","2","2",""
"item_e1713a8b0745","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_e1713a8b0745.jpg","2","2","2","2",""
"item_a09beb75f7eb","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_a09beb75f7eb.jpg","2","1","2","2",""
"item_2026f5994903","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_2026f5994903.jpg","2","2","2","2",""
"item_114dd8fa93f9","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_114dd8fa93f9.jpg","2","0","2","2",""
"item_3f52fef08afe","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_3f52fef08afe.jpg","2","1","2","2",""
"item_7e5d04c5abd6","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_7e5d04c5abd6.jpg","2","1","2","2",""
"item_732edbf622d3","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_732edbf622d3.jpg","0","1","1","2",""
"item_012543b5cdec","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_012543b5cdec.jpg","1","1","1","2",""
"item_57247aef4086","head","dog","A bear at a jungle","A bear with dog head at a jungle","assets/source_f71c7b525544.png","assets/item_57247aef4086.jpg","1","1","1","2",""
"item_6de9a9ea44e8","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_6de9a9ea44e8.jpg","0","0","1","2",""
"item_bff8d937d84a","head","panda","A dog at a store","A dog with panda head at a store","assets/source_de70faeee4dc.png","assets/item_bff8d937d84a.jpg","2","2","2","2",""
"item_0725fd296bca","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_0725fd296bca.jpg","2","0","1","2",""
"item_2b82dba170af","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_2b82dba170af.jpg","0","2","1","2",""
"item_0b7ad1477c30","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_0b7ad1477c30.jpg","0","1","1","2",""
"item_f6b5f8ccd60b","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_f6b5f8ccd60b.jpg","1","2","1","2",""
"item_ebb79dca24c1","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_ebb79dca24c1.jpg","0","2","1","2",""
"item_8bc00ec5c9d4","car hood","Destroyed","A full front facing view of BMW car at a parking lot","A full front facing view of BMW car with Destroyed car hood at a parking lot","assets/source_146c36946692.png","assets/item_8bc00ec5c9d4.jpg","2","1","2","2",""
"item_347017fb8c82","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_347017fb8c82.jpg","2","2","2","2",""
"item_a64bddad6785","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_a64bddad6785.jpg","2","1","2","2",""
"item_7f41ea506fef","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_7f41ea506fef.jpg","2","2","2","2",""
"item_5fc9a8cfa7e6","hair","blond","A Portrait of man at a beach","A Portrait of man with blond hair at a beach","assets/source_6ce9a1e568d3.png","assets/item_5fc9a8cfa7e6.jpg","2","2","2","2",""
"item_c5d9f5ceb906","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_c5d9f5ceb906.jpg","2","1","1","2",""
"item_78e0e37ccc1c","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_78e0e37ccc1c.jpg","2","1","2","2",""
"item_6508c47b0747","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_6508c47b0747.jpg","2","1","2","2",""
"item_f64cd2f31b8b","head","bear","A robot at a park","A robot with bear head at a park","assets/source_64fe128aaf52.png","assets/item_f64cd2f31b8b.jpg","2","2","2","2",""
"item_6cdd94234445","hair","Afro","A Portrait of boy at a beach","A Portrait of boy with Afro hair at a beach","assets/source_0038f682b22a.png","assets/item_6cdd94234445.jpg","2","2","2","2",""
"item_139f8095ed3c","head","dragon","A bear at a jungle","A bear with dragon head at a jungle","assets/source_a29b0df6a570.png","assets/item_139f8095ed3c.jpg","0","1","1","2",""
"item_587d129ab4cb","head","dragon","A cow at a restaurant","A cow with dragon head at a restaurant","assets/source_591f63abb2fa.png","assets/item_587d129ab4cb.jpg","0","1","1","2",""
"item_0dc84a7ff886","head","tiger","A bear at a pool","A bear with tiger head at a pool","assets/source_41c7b285ef4c.png","assets/item_0dc84a7ff886.jpg","1","1","1","2",""
"item_e79747b5c094","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_e79747b5c094.jpg","2","2","2","2",""
"item_1faacf7adce0","head","unicorn","A cow at a house","A cow with unicorn head at a house","assets/source_70a3202c4158.png","assets/item_1faacf7adce0.jpg","0","1","1","2",""
"item_84e05028ed77","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_84e05028ed77.jpg","2","1","2","2",""
"item_dacc1ec04b78","car hood","Graffiti","A full front facing view of Toyota car at a parking lot","A full front facing view of Toyota car with Graffiti car hood at a parking lot","assets/source_d13dfe80a435.png","assets/item_dacc1ec04b78.jpg","2","1","2","2",""
"item_01390b551ba6","head","cheetah","A cat at a museum","A cat with cheetah head at a museum","assets/source_f3d1d79f0351.png","assets/item_01390b551ba6.jpg","2","2","2","2",""
"item_be142a48debe","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_be142a48debe.jpg","2","1","2","2",""
"item_8f5a43426598","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_8f5a43426598.jpg","2","1","2","2",""
"item_f934b932586a","hair","Curls","A Portrait of boy at a park","A Portrait of boy with Curls hair at a park","assets/source_b4d7f2d52a43.png","assets/item_f934b932586a.jpg","2","2","2","2",""
"item_a5f6b7af6658","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_a5f6b7af6658.jpg","2","1","2","2",""
"item_609f760d70ce","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_609f760d70ce.jpg","0","1","2","2",""
"item_85ffc501a7a2","head","robot","A man at a gym","A man with robot head at a gym","assets/source_9db278f7152f.png","assets/item_85ffc501a7a2.jpg","2","1","2","2",""
"item_c3f67cccfb6e","torso","robotic-parts","A dinosaur at a museum","A dinosaur with robotic-parts torso at a museum","assets/source_1e3c08a912fe.png","assets/item_c3f67cccfb6e.jpg","2","2","2","2",""
"item_3865fcc118cf","head","bear","A alien at a museum","A alien with bear head at a museum","assets/source_30f9afb55b24.png","assets/item_3865fcc118cf.jpg","0","1","2","2",""
"item_818cda787e35","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_818cda787e35.jpg","2","2","2","2",""
"item_a57db52af566","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_a57db52af566.jpg","2","2","2","2",""
"item_7b7975cfe8a2","hair","Wavy","A Portrait of girl at a forest","A Portrait of girl with Wavy hair at a forest","assets/source_53e8e39bcf1e.png","assets/item_7b7975cfe8a2.jpg","2","1","2","2",""
"item_ead20ddd39b9","torso","armor","A boy at a restaurant","A boy with armor torso at a restaurant","assets/source_cea0cb0755a1.png","assets/item_ead20ddd39b9.jpg","2","2","2","2",""
"item_bd00ca6baf76","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_bd00ca6baf76.jpg","0","2","1","2",""
"item_58d7dbcd672a","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_58d7dbcd672a.jpg","2","1","2","2",""
"item_f3b905625223","car body","rusted","A classic-car at a suburban road","A classic-car with rusted car body at a suburban road","assets/source_a90c17d919ed.png","assets/item_f3b905625223.jpg","2","1","2","2",""
"item_d030b5c06a44","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_d030b5c06a44.jpg","1","2","1","2",""
"item_9b23df2a0dd9","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_9b23df2a0dd9.jpg","2","1","2","2",""
"item_63e5a65b0294","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_63e5a65b0294.jpg","0","1","1","2",""
"item_034ae559dc49","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_034ae559dc49.jpg","1","2","1","2",""
"item_df6c31073cad","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_df6c31073cad.jpg","2","0","1","2",""
"item_62530eb38315","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_1d46ca4f754d.png","assets/item_62530eb38315.jpg","2","2","2","2",""
"item_f4dce100b9bd","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_f4dce100b9bd.jpg","1","1","1","2",""
"item_ef89904ee62d","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_ef89904ee62d.jpg","1","2","1","2",""
"item_26e82c303bb6","seat","fabric","A closeup leather chair at a apartment","A closeup leather chair with fabric seat at a apartment","assets/source_278976611c82.png","assets/item_26e82c303bb6.jpg","2","2","2","2",""
"item_57f450d1c29a","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_57f450d1c29a.jpg","2","2","2","2",""
"item_b415894c97be","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_b415894c97be.jpg","1","2","1","2",""
"item_c55f5c9cd7df","head","bear","A robot at a school","A robot with bear head at a school","assets/source_5bd8b0acdbd5.png","assets/item_c55f5c9cd7df.jpg","2","2","2","2",""
"item_8075913e60b2","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_8075913e60b2.jpg","2","2","2","2",""
"item_2d5b5c13a846","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_7e6e7b988446.png","assets/item_2d5b5c13a846.jpg","2","1","1","2",""
"item_5024411a5cfd","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_5024411a5cfd.jpg","2","1","1","2",""
"item_895df74f6cdc","head","dragon","A horse at a jungle","A horse with dragon head at a jungle","assets/source_2b822a970173.png","assets/item_895df74f6cdc.jpg","0","1","1","2",""
"item_d5bdf95b6f82","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_d5bdf95b6f82.jpg","2","1","2","2",""
"item_243de2efe92c","torso","uniform","A alien at a school","A alien with uniform torso at a school","assets/source_4ad3086c4953.png","assets/item_243de2efe92c.jpg","2","1","2","2",""
"item_167108f12d0f","torso","spiderman","A robot at a museum","A robot with spiderman torso at a museum","assets/source_63f2eb2cd129.png","assets/item_167108f12d0f.jpg","2","2","2","2",""
"item_f368cd017afa","head","cat","A dog at a restaurant","A dog with cat head at a restaurant","assets/source_ca463355e687.png","assets/item_f368cd017afa.jpg","0","1","1","2",""
"item_12fb9b06b6a7","head","robot","A alien at a museum","A alien with robot head at a museum","assets/source_0776f3ccf0e9.png","assets/item_12fb9b06b6a7.jpg","2","1","2","2",""
"item_e20c050475d4","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_e20c050475d4.jpg","0","1","1","2",""
"item_1478e290a2de","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_1478e290a2de.jpg","2","2","2","2",""
"item_1e1c5ae606cb","head","unicorn","A dog at a mountain","A dog with unicorn head at a mountain","assets/source_ee57f3a3ed86.png","assets/item_1e1c5ae606cb.jpg","0","2","1","2",""
"item_faea4365fcb0","seat","rusted","A closeup folding chair at a classroom","A closeup folding chair with rusted seat at a classroom","assets/source_97eab3ccdecd.png","assets/item_faea4365fcb0.jpg","1","2","2","2",""
"item_0f3fbafabb17","seat","wooden","A closeup leather chair at a classroom","A closeup leather chair with wooden seat at a classroom","assets/source_bda38536db22.png","assets/item_0f3fbafabb17.jpg","0","2","1","2",""
"item_6afa23545389","seat","plastic","A closeup soft chair at a photo studio","A closeup soft chair with plastic seat at a photo studio","assets/source_b25f9980445d.png","assets/item_6afa23545389.jpg","2","1","2","2",""
"item_ff07af32a9af","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_ff07af32a9af.jpg","2","1","2","2",""
"item_903b9e1ecfa2","head","robot","A girl at a beach","A girl with robot head at a beach","assets/source_eddd21d6a1c2.png","assets/item_903b9e1ecfa2.jpg","0","2","1","2",""
"item_27e5b5075481","torso","batman","A robot at a school","A robot with batman torso at a school","assets/source_8bcbeeb53dd4.png","assets/item_27e5b5075481.jpg","2","1","2","2",""
"item_13d4d9aafcd2","car body","armored","A luxury-car at a mountain road","A luxury-car with armored car body at a mountain road","assets/source_4a1c085cfce4.png","assets/item_13d4d9aafcd2.jpg","0","2","1","2",""
"item_6423f637ba82","hair","Botticelli-Curls","A Portrait of boy at a street","A Portrait of boy with Botticelli-Curls hair at a street","assets/source_1efd8f28c69b.png","assets/item_6423f637ba82.jpg","2","2","2","2",""
"item_32024ae33a3a","head","robot","A alien at a city","A alien with robot head at a city","assets/source_6094cd95fb45.png","assets/item_32024ae33a3a.jpg","2","2","2","2",""
"item_f6f477ae4ec9","torso","armor","A girl at a stadium","A girl with armor torso at a stadium","assets/source_05f0e921e87d.png","assets/item_f6f477ae4ec9.jpg","2","2","2","2",""
"item_c2f2b4e79c89","head","alien","A robot at a park","A robot with alien head at a park","assets/source_f388d78833d6.png","assets/item_c2f2b4e79c89.jpg","2","2","2","2",""
"item_2fa974c05214","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_2fa974c05214.jpg","1","1","1","2",""
"item_860a6c6c0532","head","dragon","A horse at a zoo","A horse with dragon head at a zoo","assets/source_dbfa710ac399.png","assets/item_860a6c6c0532.jpg","1","2","1","2",""
"item_9aad80aaa232","car hood","Digital-Camouflage","A full front facing view of racing car at a parking lot","A full front facing view of racing car with Digital-Camouflage car hood at a parking lot","assets/source_073b896945b5.png","assets/item_9aad80aaa232.jpg","2","2","2","2",""
"item_90b67861cb9e","torso","formal-suit","A robot at a restaurant","A robot with formal-suit torso at a restaurant","assets/source_2e6979609916.png","assets/item_90b67861cb9e.jpg","2","2","2","2",""
"item_3959f5ce28e5","car body","neon-lit","A classic-car at a suburban road","A classic-car with neon-lit car body at a suburban road","assets/source_3ae69c2a9e97.png","assets/item_3959f5ce28e5.jpg","2","2","2","2",""
"item_2d3c91fff4bb","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_2d3c91fff4bb.jpg","0","1","1","2",""
"item_37901484d65e","head","lion","A dog at a pool","A dog with lion head at a pool","assets/source_fc07bb02f53f.png","assets/item_37901484d65e.jpg","1","1","1","2",""
"item_53c567c130f7","car body","futuristic","A sedan at a parking lot","A sedan with futuristic car body at a parking lot","assets/source_ef3648f18171.png","assets/item_53c567c130f7.jpg","2","1","1","2",""
"item_c9392c4be750","head","lion","A bear at a zoo","A bear with lion head at a zoo","assets/source_b8ba5e41ea31.png","assets/item_c9392c4be750.jpg","0","2","1","2",""
"item_f8af31f0ac8f","head","dragon","A cat at a desert","A cat with dragon head at a desert","assets/source_bb5f44e8a25b.png","assets/item_f8af31f0ac8f.jpg","1","2","1","2",""
"item_65d71112982b","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_65d71112982b.jpg","2","2","2","2",""
"item_8ad504a27d03","car hood","Rusty","A full front facing view of Porsche car at a road","A full front facing view of Porsche car with Rusty car hood at a road","assets/source_7e515b8abb95.png","assets/item_8ad504a27d03.jpg","2","1","2","2",""
"item_38771a281dae","head","robot","A alien at a school","A alien with robot head at a school","assets/source_26285f2b90f2.png","assets/item_38771a281dae.jpg","2","1","2","2",""
"item_8fcd4f919f82","car hood","black","A racing-car at a highway","A racing-car with black car hood at a highway","assets/source_af6b5e577958.png","assets/item_8fcd4f919f82.jpg","2","1","2","2",""
"item_56613364ed52","hair","Curley","A Portrait of girl at a mountain","A Portrait of girl with Curley hair at a mountain","assets/source_c6abd9790d67.png","assets/item_56613364ed52.jpg","2","2","2","2",""
"item_1ec2a7d5a314","head","tattooed","A robot at a office","A robot with tattooed head at a office","assets/source_1e365ebd5ac6.png","assets/item_1ec2a7d5a314.jpg","2","1","1","2",""
