review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note
item_1a4caa1bb01a,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_1a4caa1bb01a.jpg,,,,,
item_1a8a99ee1347,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_3ae69c2a9e97.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_1a8a99ee1347.jpg,,,,,
item_630857df0336,head,robot,A alien at a school,A alien with robot head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_26285f2b90f2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_630857df0336.jpg,,,,,
item_0bbe281ba042,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_4a1c085cfce4.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_0bbe281ba042.jpg,,,,,
item_240bcea380df,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_146c36946692.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_240bcea380df.jpg,,,,,
item_e7335c87734f,hair,blond,A Portrait of man at a beach,A Portrait of man with blond hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6ce9a1e568d3.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_e7335c87734f.jpg,,,,,
item_c7bd94cde1c6,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_146c36946692.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_c7bd94cde1c6.jpg,,,,,
item_620a51b7ba0b,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_bda38536db22.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_620a51b7ba0b.jpg,,,,,
item_d4c808da9db7,head,tiger,A bear at a pool,A bear with tiger head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_41c7b285ef4c.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d4c808da9db7.jpg,,,,,
item_27a4d0ed9a9f,head,robot,A alien at a school,A alien with robot head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_26285f2b90f2.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_27a4d0ed9a9f.jpg,,,,,
item_c06b4df6850e,head,panda,A dog at a store,A dog with panda head at a store,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_de70faeee4dc.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_c06b4df6850e.jpg,,,,,
item_aa348037f0e3,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_aa348037f0e3.jpg,,,,,
item_0548a0ad8063,head,lion,A dog at a pool,A dog with lion head at a pool,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_fc07bb02f53f.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_0548a0ad8063.jpg,,,,,
item_3e4d9aadad51,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1837be64cd68.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_3e4d9aadad51.jpg,,,,,
item_920a50c781f7,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_920a50c781f7.jpg,,,,,
item_a514517323eb,head,panda,A dog at a store,A dog with panda head at a store,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_de70faeee4dc.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_a514517323eb.jpg,,,,,
item_9fc44f86eecc,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_278976611c82.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_9fc44f86eecc.jpg,,,,,
item_650194c17fe9,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0d500a8d6ca9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_650194c17fe9.jpg,,,,,
item_a4fc7cc8fbf7,head,robot,A alien at a museum,A alien with robot head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0776f3ccf0e9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_a4fc7cc8fbf7.jpg,,,,,
item_70b6fdaa597b,head,dog,A bear at a jungle,A bear with dog head at a jungle,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_f71c7b525544.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_70b6fdaa597b.jpg,,,,,
item_5aec94646b4f,car hood,Digital-Camouflage,A full front facing view of racing car at a parking lot,A full front facing view of racing car with Digital-Camouflage car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_073b896945b5.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_5aec94646b4f.jpg,,,,,
item_8ab590982603,head,lion,A bear at a zoo,A bear with lion head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1d46ca4f754d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_8ab590982603.jpg,,,,,
item_e54871cdb99e,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0038f682b22a.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_e54871cdb99e.jpg,,,,,
item_d997fe4cd243,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_af6b5e577958.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d997fe4cd243.jpg,,,,,
item_b3fae24f1935,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b3fae24f1935.jpg,,,,,
item_f55f03076069,head,robot,A alien at a museum,A alien with robot head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0776f3ccf0e9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_f55f03076069.jpg,,,,,
item_fbe65f828066,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_97eab3ccdecd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_fbe65f828066.jpg,,,,,
item_998bd4e469d0,hair,Curls,A Portrait of boy at a park,A Portrait of boy with Curls hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_b4d7f2d52a43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_998bd4e469d0.jpg,,,,,
item_d3a5fdc1f399,head,bear,A robot at a park,A robot with bear head at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_64fe128aaf52.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d3a5fdc1f399.jpg,,,,,
item_3e29367852e0,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_3e29367852e0.jpg,,,,,
item_7edc3cc786be,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_97eab3ccdecd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_7edc3cc786be.jpg,,,,,
item_224d0f0ee0bf,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_a90c17d919ed.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_224d0f0ee0bf.jpg,,,,,
item_38f1fc23cc67,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_f3b27b9b2ef0.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_38f1fc23cc67.jpg,,,,,
item_8827f1ef7c0c,car hood,Destroyed,A full front facing view of BMW car at a parking lot,A full front facing view of BMW car with Destroyed car hood at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_146c36946692.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_8827f1ef7c0c.jpg,,,,,
item_0d5756e51c7a,torso,uniform,A alien at a school,A alien with uniform torso at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_4ad3086c4953.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_0d5756e51c7a.jpg,,,,,
item_f08a7197c25b,head,cheetah,A panda at a school,A panda with cheetah head at a school,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_3506d9604bf8.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_f08a7197c25b.jpg,,,,,
item_23228f9cec9b,car hood,Rusty,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_7e515b8abb95.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_23228f9cec9b.jpg,,,,,
item_f860f5b5238f,head,dragon,A dog at a farm,A dog with dragon head at a farm,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_2a043df583fd.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_f860f5b5238f.jpg,,,,,
item_16e7eaf6d6b7,head,lion,A bear at a zoo,A bear with lion head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1d46ca4f754d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_16e7eaf6d6b7.jpg,,,,,
item_ca3c18622a71,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_05f0e921e87d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_ca3c18622a71.jpg,,,,,
item_f7b51dced9ec,head,bear,A alien at a museum,A alien with bear head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_30f9afb55b24.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_f7b51dced9ec.jpg,,,,,
item_96b76146da65,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_53e8e39bcf1e.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_96b76146da65.jpg,,,,,
item_7c59c9062e99,head,panda,A cat at a mountain,A cat with panda head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dd35579b4d43.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_7c59c9062e99.jpg,,,,,
item_8be51270a337,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1e3c08a912fe.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_8be51270a337.jpg,,,,,
item_b65ebba9a164,head,robot,A alien at a city,A alien with robot head at a city,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_6094cd95fb45.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b65ebba9a164.jpg,,,,,
item_651ee56198a8,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_a90c17d919ed.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_651ee56198a8.jpg,,,,,
item_b06f3f62e1f0,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0038f682b22a.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b06f3f62e1f0.jpg,,,,,
item_c3c0b59edaf8,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_7e6e7b988446.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_c3c0b59edaf8.jpg,,,,,
item_0303e81dd5a9,head,tattooed,A robot at a office,A robot with tattooed head at a office,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1e365ebd5ac6.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_0303e81dd5a9.jpg,,,,,
item_d9a9b114a4aa,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ef3648f18171.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_d9a9b114a4aa.jpg,,,,,
item_6f7666199ef0,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_f3b27b9b2ef0.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_6f7666199ef0.jpg,,,,,
item_6c28243b84c3,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ca463355e687.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_6c28243b84c3.jpg,,,,,
item_80818e9dc5c8,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_ee57f3a3ed86.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_80818e9dc5c8.jpg,,,,,
item_56143b4d24ab,head,bear,A alien at a museum,A alien with bear head at a museum,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_30f9afb55b24.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_56143b4d24ab.jpg,,,,,
item_e102415f4d19,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_1efd8f28c69b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_e102415f4d19.jpg,,,,,
item_598b5f11dd77,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_591f63abb2fa.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_598b5f11dd77.jpg,,,,,
item_605ee97425cc,head,dragon,A horse at a zoo,A horse with dragon head at a zoo,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_dbfa710ac399.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_605ee97425cc.jpg,,,,,
item_3d952b96ad13,seat,plastic,A closeup soft chair at a photo studio,A closeup soft chair with plastic seat at a photo studio,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_b25f9980445d.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_3d952b96ad13.jpg,,,,,
item_b138bddf6937,head,dragon,A cat at a desert,A cat with dragon head at a desert,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_bb5f44e8a25b.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_b138bddf6937.jpg,,,,,
item_f0a91492a69a,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/source_0d500a8d6ca9.png,/Users/pt623/Documents/career-vault-resume/applications/hkust-harry-yang/part-level-overediting/core/results/gt_mask_diagnostic_v2/blinded_review/reviewer_1/assets/item_f0a91492a69a.jpg,,,,,
