review_uid,part,edit,source_prompt,target_prompt,source_image,candidate_image,local_edit_success_0_2,non_target_preservation_0_2,overall_prompt_adherence_0_2,visual_quality_0_2,short_note,reviewer_id,review_position,row_uid,case_uid,seed,method,part_size,footprint_change,frozen_review_position,joint_success,strict_joint_success
item_75b48f593d1f,head,bear,A robot at a park,A robot with bear head at a park,assets/source_64fe128aaf52.png,assets/item_75b48f593d1f.jpg,2,2,2,2,,reviewer_1,180,gt-diagnostic-v2::rk2_gt::synth_0002::seed_000,synth_0002,0,rk2_gt,large,comparable,184,1,1
item_de559f7781a7,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_de559f7781a7.jpg,2,1,2,2,,reviewer_1,181,gt-diagnostic-v2::endpoint_gt::synth_0018::seed_000,synth_0018,0,endpoint_gt,medium,comparable,185,1,0
item_5405f4bfa625,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_5405f4bfa625.jpg,2,1,2,2,,reviewer_1,182,gt-diagnostic-v2::endpoint_auto::synth_0016::seed_000,synth_0016,0,endpoint_auto,large,comparable,186,1,0
item_ddf8cdda4a04,car hood,vinyl-art,A classic-car at a garage,A classic-car with vinyl-art car hood at a garage,assets/source_f3b27b9b2ef0.png,assets/item_ddf8cdda4a04.jpg,2,0,2,2,,reviewer_1,183,gt-diagnostic-v2::endpoint_auto::synth_0051::seed_000,synth_0051,0,endpoint_auto,small,comparable,187,0,0
item_8195e5248a32,car body,futuristic,A sedan at a parking lot,A sedan with futuristic car body at a parking lot,assets/source_ef3648f18171.png,assets/item_8195e5248a32.jpg,2,0,2,2,,reviewer_1,184,gt-diagnostic-v2::rk2_auto::synth_0047::seed_000,synth_0047,0,rk2_auto,large,comparable,188,0,0
item_6b5d93fd3590,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_6b5d93fd3590.jpg,2,2,2,2,,reviewer_1,185,gt-diagnostic-v2::rk2_n15_gt::synth_0010::seed_000,synth_0010,0,rk2_n15_gt,medium,comparable,189,1,1
item_5c918cd7e625,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,assets/source_d13dfe80a435.png,assets/item_5c918cd7e625.jpg,2,1,2,2,,reviewer_1,186,gt-diagnostic-v2::rk2_auto::synth_0055::seed_000,synth_0055,0,rk2_auto,large,comparable,190,1,0
item_eca9ac08dd13,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,assets/source_1efd8f28c69b.png,assets/item_eca9ac08dd13.jpg,2,2,2,2,,reviewer_1,187,gt-diagnostic-v2::endpoint_gt::synth_0025::seed_000,synth_0025,0,endpoint_gt,medium,comparable,191,1,1
item_f4f4a5f4f1d2,head,panda,A dog at a store,A dog with panda head at a store,assets/source_de70faeee4dc.png,assets/item_f4f4a5f4f1d2.jpg,2,2,2,2,,reviewer_1,188,gt-diagnostic-v2::rk2_n15_auto::synth_0045::seed_000,synth_0045,0,rk2_n15_auto,medium,expansion,192,1,1
item_7ee4326b54bf,head,lion,A dog at a pool,A dog with lion head at a pool,assets/source_fc07bb02f53f.png,assets/item_7ee4326b54bf.jpg,1,1,1,2,,reviewer_1,189,gt-diagnostic-v2::endpoint_auto::synth_0029::seed_000,synth_0029,0,endpoint_auto,small,expansion,193,1,0
item_0f34621b9f3b,head,alien,A robot at a park,A robot with alien head at a park,assets/source_f388d78833d6.png,assets/item_0f34621b9f3b.jpg,2,1,2,2,,reviewer_1,190,gt-diagnostic-v2::rk2_auto::synth_0008::seed_000,synth_0008,0,rk2_auto,small,comparable,194,1,0
item_21d85159ec19,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_21d85159ec19.jpg,0,1,1,2,,reviewer_1,191,gt-diagnostic-v2::rk2_auto::synth_0046::seed_000,synth_0046,0,rk2_auto,large,comparable,195,0,0
item_e22afa8e9b8a,head,dragon,A bear at a jungle,A bear with dragon head at a jungle,assets/source_a29b0df6a570.png,assets/item_e22afa8e9b8a.jpg,0,1,1,2,,reviewer_1,192,gt-diagnostic-v2::endpoint_auto::synth_0043::seed_000,synth_0043,0,endpoint_auto,small,expansion,196,0,0
item_7938687b9cc3,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_7938687b9cc3.jpg,1,2,2,2,,reviewer_1,193,gt-diagnostic-v2::rk2_n15_gt::synth_0058::seed_000,synth_0058,0,rk2_n15_gt,medium,comparable,197,1,0
item_bbf6189b5f2c,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,assets/source_af6b5e577958.png,assets/item_bbf6189b5f2c.jpg,2,2,2,2,,reviewer_1,194,gt-diagnostic-v2::rk2_n15_gt::synth_0050::seed_000,synth_0050,0,rk2_n15_gt,small,comparable,198,1,1
item_e713a9249ef4,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,assets/source_53e8e39bcf1e.png,assets/item_e713a9249ef4.jpg,2,1,2,2,,reviewer_1,195,gt-diagnostic-v2::rk2_auto::synth_0019::seed_000,synth_0019,0,rk2_auto,medium,comparable,199,1,0
item_edecb13b6169,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_edecb13b6169.jpg,0,2,1,2,,reviewer_1,196,gt-diagnostic-v2::rk2_gt::synth_0033::seed_000,synth_0033,0,rk2_gt,medium,comparable,200,0,0
item_9a739ed8663d,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,assets/source_a90c17d919ed.png,assets/item_9a739ed8663d.jpg,2,1,2,2,,reviewer_1,197,gt-diagnostic-v2::rk2_n15_auto::synth_0048::seed_000,synth_0048,0,rk2_n15_auto,large,comparable,201,1,0
item_276025e3f276,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_276025e3f276.jpg,2,1,2,2,,reviewer_1,198,gt-diagnostic-v2::endpoint_gt::synth_0007::seed_000,synth_0007,0,endpoint_gt,medium,comparable,202,1,0
item_be041a91d1a2,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_be041a91d1a2.jpg,0,1,1,2,,reviewer_1,199,gt-diagnostic-v2::rk2_gt::synth_0046::seed_000,synth_0046,0,rk2_gt,large,comparable,203,0,0
item_fcf2f171cfb5,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_fcf2f171cfb5.jpg,2,1,1,2,,reviewer_1,200,gt-diagnostic-v2::rk2_gt::synth_0007::seed_000,synth_0007,0,rk2_gt,medium,comparable,204,1,0
item_e62c47aefbc7,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_e62c47aefbc7.jpg,2,0,2,2,,reviewer_1,201,gt-diagnostic-v2::endpoint_auto::synth_0010::seed_000,synth_0010,0,endpoint_auto,medium,comparable,205,0,0
item_139169836982,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_b8ba5e41ea31.png,assets/item_139169836982.jpg,0,1,2,2,,reviewer_1,202,gt-diagnostic-v2::rk2_auto::synth_0044::seed_000,synth_0044,0,rk2_auto,large,comparable,206,0,0
item_01bc81e5a386,head,cheetah,A panda at a school,A panda with cheetah head at a school,assets/source_3506d9604bf8.png,assets/item_01bc81e5a386.jpg,0,2,1,2,,reviewer_1,203,gt-diagnostic-v2::rk2_n15_gt::synth_0042::seed_000,synth_0042,0,rk2_n15_gt,medium,comparable,207,0,0
item_147bdbe19c20,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_147bdbe19c20.jpg,1,1,1,2,,reviewer_1,204,gt-diagnostic-v2::rk2_auto::synth_0007::seed_000,synth_0007,0,rk2_auto,medium,comparable,208,1,0
item_b8d81af134ff,head,bear,A robot at a school,A robot with bear head at a school,assets/source_5bd8b0acdbd5.png,assets/item_b8d81af134ff.jpg,2,1,2,2,,reviewer_1,205,gt-diagnostic-v2::endpoint_gt::synth_0001::seed_000,synth_0001,0,endpoint_gt,medium,comparable,209,1,0
item_63c70f7e0865,head,robot,A man at a gym,A man with robot head at a gym,assets/source_9db278f7152f.png,assets/item_63c70f7e0865.jpg,2,2,2,2,,reviewer_1,206,gt-diagnostic-v2::rk2_n15_gt::synth_0005::seed_000,synth_0005,0,rk2_n15_gt,medium,comparable,210,1,1
item_b172ab71488c,head,cat,A dog at a restaurant,A dog with cat head at a restaurant,assets/source_ca463355e687.png,assets/item_b172ab71488c.jpg,0,2,1,2,,reviewer_1,207,gt-diagnostic-v2::endpoint_gt::synth_0033::seed_000,synth_0033,0,endpoint_gt,medium,comparable,211,0,0
item_a156755883a3,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_b8ba5e41ea31.png,assets/item_a156755883a3.jpg,0,1,1,2,,reviewer_1,208,gt-diagnostic-v2::endpoint_auto::synth_0044::seed_000,synth_0044,0,endpoint_auto,large,comparable,212,0,0
item_27985efd668d,head,robot,A girl at a beach,A girl with robot head at a beach,assets/source_eddd21d6a1c2.png,assets/item_27985efd668d.jpg,0,2,2,2,,reviewer_1,209,gt-diagnostic-v2::rk2_n15_gt::synth_0006::seed_000,synth_0006,0,rk2_n15_gt,small,comparable,213,0,0
item_ca5b5fced2a8,head,robot,A man at a gym,A man with robot head at a gym,assets/source_9db278f7152f.png,assets/item_ca5b5fced2a8.jpg,2,1,2,2,,reviewer_1,210,gt-diagnostic-v2::endpoint_auto::synth_0005::seed_000,synth_0005,0,endpoint_auto,medium,comparable,214,1,0
item_f3c29913d5c1,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_f3c29913d5c1.jpg,2,1,2,2,,reviewer_1,211,gt-diagnostic-v2::rk2_gt::synth_0018::seed_000,synth_0018,0,rk2_gt,medium,comparable,215,1,0
item_6ee0779ba8e1,car body,armored,A luxury-car at a mountain road,A luxury-car with armored car body at a mountain road,assets/source_4a1c085cfce4.png,assets/item_6ee0779ba8e1.jpg,0,2,1,2,,reviewer_1,212,gt-diagnostic-v2::rk2_n15_auto::synth_0046::seed_000,synth_0046,0,rk2_n15_auto,large,comparable,216,0,0
item_d4725bd29517,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,assets/source_f3d1d79f0351.png,assets/item_d4725bd29517.jpg,1,2,1,2,,reviewer_1,213,gt-diagnostic-v2::endpoint_gt::synth_0035::seed_000,synth_0035,0,endpoint_gt,small,expansion,217,1,0
item_52a0c3ae0f3f,head,tiger,A bear at a pool,A bear with tiger head at a pool,assets/source_41c7b285ef4c.png,assets/item_52a0c3ae0f3f.jpg,1,2,2,2,,reviewer_1,214,gt-diagnostic-v2::rk2_n15_gt::synth_0040::seed_000,synth_0040,0,rk2_n15_gt,small,comparable,218,1,0
item_c87890bd114f,torso,formal-suit,A robot at a restaurant,A robot with formal-suit torso at a restaurant,assets/source_2e6979609916.png,assets/item_c87890bd114f.jpg,2,1,1,2,,reviewer_1,215,gt-diagnostic-v2::rk2_auto::synth_0015::seed_000,synth_0015,0,rk2_auto,large,comparable,219,1,0
item_5c9cd4411fbb,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,assets/source_0038f682b22a.png,assets/item_5c9cd4411fbb.jpg,2,1,2,2,,reviewer_1,216,gt-diagnostic-v2::rk2_auto::synth_0021::seed_000,synth_0021,0,rk2_auto,large,comparable,220,1,0
item_6023d2e39580,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,assets/source_c6abd9790d67.png,assets/item_6023d2e39580.jpg,2,2,2,2,,reviewer_1,217,gt-diagnostic-v2::endpoint_gt::synth_0024::seed_000,synth_0024,0,endpoint_gt,large,expansion,221,1,1
item_1351eb7463ae,head,alien,A robot at a park,A robot with alien head at a park,assets/source_f388d78833d6.png,assets/item_1351eb7463ae.jpg,2,1,2,2,,reviewer_1,218,gt-diagnostic-v2::rk2_gt::synth_0008::seed_000,synth_0008,0,rk2_gt,small,comparable,222,1,0
item_e0b5b0ddadaa,car hood,Rusty,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,assets/source_7e515b8abb95.png,assets/item_e0b5b0ddadaa.jpg,2,1,2,2,,reviewer_1,219,gt-diagnostic-v2::endpoint_gt::synth_0054::seed_000,synth_0054,0,endpoint_gt,small,comparable,223,1,0
item_5eb2d61e4cf4,seat,rusted,A closeup folding chair at a classroom,A closeup folding chair with rusted seat at a classroom,assets/source_97eab3ccdecd.png,assets/item_5eb2d61e4cf4.jpg,2,2,2,2,,reviewer_1,220,gt-diagnostic-v2::rk2_gt::synth_0058::seed_000,synth_0058,0,rk2_gt,medium,comparable,224,1,1
item_5edd73bbe73e,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,assets/source_af6b5e577958.png,assets/item_5edd73bbe73e.jpg,2,2,2,2,,reviewer_1,221,gt-diagnostic-v2::rk2_gt::synth_0050::seed_000,synth_0050,0,rk2_gt,small,comparable,225,1,1
item_6491d8dbb952,torso,spiderman,A robot at a museum,A robot with spiderman torso at a museum,assets/source_63f2eb2cd129.png,assets/item_6491d8dbb952.jpg,2,1,2,2,,reviewer_1,222,gt-diagnostic-v2::endpoint_gt::synth_0011::seed_000,synth_0011,0,endpoint_gt,small,comparable,226,1,0
item_11c2d959ab66,seat,fabric,A closeup leather chair at a apartment,A closeup leather chair with fabric seat at a apartment,assets/source_278976611c82.png,assets/item_11c2d959ab66.jpg,2,1,2,2,,reviewer_1,223,gt-diagnostic-v2::rk2_gt::synth_0056::seed_000,synth_0056,0,rk2_gt,medium,comparable,227,1,0
item_68df0d37be58,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_68df0d37be58.jpg,0,1,1,2,,reviewer_1,224,gt-diagnostic-v2::rk2_gt::synth_0030::seed_000,synth_0030,0,rk2_gt,small,contraction,228,0,0
item_1d4055950c98,torso,armor,A boy at a restaurant,A boy with armor torso at a restaurant,assets/source_cea0cb0755a1.png,assets/item_1d4055950c98.jpg,2,2,2,2,,reviewer_1,225,gt-diagnostic-v2::rk2_n15_gt::synth_0018::seed_000,synth_0018,0,rk2_n15_gt,medium,comparable,229,1,1
item_bc82b97b369f,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_bc82b97b369f.jpg,0,2,1,2,,reviewer_1,226,gt-diagnostic-v2::rk2_n15_gt::synth_0034::seed_000,synth_0034,0,rk2_n15_gt,small,expansion,230,0,0
item_f585357671af,head,dragon,A cow at a restaurant,A cow with dragon head at a restaurant,assets/source_591f63abb2fa.png,assets/item_f585357671af.jpg,0,2,1,2,,reviewer_1,227,gt-diagnostic-v2::rk2_n15_gt::synth_0028::seed_000,synth_0028,0,rk2_n15_gt,small,comparable,231,0,0
item_33e7eb67b8e5,hair,Wavy,A Portrait of girl at a forest,A Portrait of girl with Wavy hair at a forest,assets/source_53e8e39bcf1e.png,assets/item_33e7eb67b8e5.jpg,2,2,2,2,,reviewer_1,228,gt-diagnostic-v2::rk2_n15_gt::synth_0019::seed_000,synth_0019,0,rk2_n15_gt,medium,comparable,232,1,1
item_5a9f6dde4fad,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,assets/source_a90c17d919ed.png,assets/item_5a9f6dde4fad.jpg,2,1,2,2,,reviewer_1,229,gt-diagnostic-v2::endpoint_auto::synth_0048::seed_000,synth_0048,0,endpoint_auto,large,comparable,233,1,0
item_b1a49cf25e20,head,dragon,A cat at a desert,A cat with dragon head at a desert,assets/source_bb5f44e8a25b.png,assets/item_b1a49cf25e20.jpg,0,2,1,2,,reviewer_1,230,gt-diagnostic-v2::rk2_n15_gt::synth_0032::seed_000,synth_0032,0,rk2_n15_gt,small,expansion,234,0,0
item_fe4cacdc038b,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_fe4cacdc038b.jpg,0,2,1,2,,reviewer_1,231,gt-diagnostic-v2::rk2_n15_auto::synth_0034::seed_000,synth_0034,0,rk2_n15_auto,small,expansion,235,0,0
item_8e0afd699163,car body,rusted,A classic-car at a suburban road,A classic-car with rusted car body at a suburban road,assets/source_a90c17d919ed.png,assets/item_8e0afd699163.jpg,2,1,2,2,,reviewer_1,232,gt-diagnostic-v2::rk2_n15_gt::synth_0048::seed_000,synth_0048,0,rk2_n15_gt,large,comparable,236,1,0
item_10caadcb8746,head,cheetah,A cat at a museum,A cat with cheetah head at a museum,assets/source_f3d1d79f0351.png,assets/item_10caadcb8746.jpg,1,1,1,2,,reviewer_1,233,gt-diagnostic-v2::endpoint_auto::synth_0035::seed_000,synth_0035,0,endpoint_auto,small,expansion,237,1,0
item_da257ca13417,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,assets/source_d13dfe80a435.png,assets/item_da257ca13417.jpg,2,1,2,2,,reviewer_1,234,gt-diagnostic-v2::endpoint_gt::synth_0055::seed_000,synth_0055,0,endpoint_gt,large,comparable,238,1,0
item_8b35fae2038f,torso,robotic-parts,A dinosaur at a museum,A dinosaur with robotic-parts torso at a museum,assets/source_1e3c08a912fe.png,assets/item_8b35fae2038f.jpg,1,0,2,2,,reviewer_1,235,gt-diagnostic-v2::rk2_auto::synth_0017::seed_000,synth_0017,0,rk2_auto,large,comparable,239,0,0
item_04dcf5491a08,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,assets/source_1efd8f28c69b.png,assets/item_04dcf5491a08.jpg,2,2,2,2,,reviewer_1,236,gt-diagnostic-v2::endpoint_auto::synth_0025::seed_000,synth_0025,0,endpoint_auto,medium,comparable,240,1,1
item_846a50fc86f5,head,tiger,A bear at a pool,A bear with tiger head at a pool,assets/source_41c7b285ef4c.png,assets/item_846a50fc86f5.jpg,1,1,1,2,,reviewer_1,237,gt-diagnostic-v2::rk2_gt::synth_0040::seed_000,synth_0040,0,rk2_gt,small,comparable,241,1,0
item_0dda0106be65,head,unicorn,A cow at a house,A cow with unicorn head at a house,assets/source_70a3202c4158.png,assets/item_0dda0106be65.jpg,0,2,1,2,,reviewer_1,238,gt-diagnostic-v2::rk2_n15_gt::synth_0039::seed_000,synth_0039,0,rk2_n15_gt,small,expansion,242,0,0
item_9c46a070415d,head,bear,A alien at a museum,A alien with bear head at a museum,assets/source_30f9afb55b24.png,assets/item_9c46a070415d.jpg,0,1,1,2,,reviewer_1,239,gt-diagnostic-v2::endpoint_gt::synth_0009::seed_000,synth_0009,0,endpoint_gt,large,comparable,243,0,0
item_2c05cda62d95,hair,Curls,A Portrait of man at a house,A Portrait of man with Curls hair at a house,assets/source_1837be64cd68.png,assets/item_2c05cda62d95.jpg,2,1,2,2,,reviewer_1,240,gt-diagnostic-v2::rk2_gt::synth_0026::seed_000,synth_0026,0,rk2_gt,small,expansion,244,1,0
item_be76f773f37b,head,lion,A dog at a pool,A dog with lion head at a pool,assets/source_fc07bb02f53f.png,assets/item_be76f773f37b.jpg,1,1,1,2,,reviewer_1,241,gt-diagnostic-v2::rk2_auto::synth_0029::seed_000,synth_0029,0,rk2_auto,small,expansion,245,1,0
item_e8999f9c1c63,head,dragon,A horse at a jungle,A horse with dragon head at a jungle,assets/source_2b822a970173.png,assets/item_e8999f9c1c63.jpg,0,1,1,2,,reviewer_1,242,gt-diagnostic-v2::endpoint_auto::synth_0031::seed_000,synth_0031,0,endpoint_auto,medium,expansion,246,0,0
item_7bf90b723feb,head,cheetah,A panda at a school,A panda with cheetah head at a school,assets/source_3506d9604bf8.png,assets/item_7bf90b723feb.jpg,0,1,1,2,,reviewer_1,243,gt-diagnostic-v2::rk2_auto::synth_0042::seed_000,synth_0042,0,rk2_auto,medium,comparable,247,0,0
item_0fe5eb1be258,head,bear,A alien at a museum,A alien with bear head at a museum,assets/source_30f9afb55b24.png,assets/item_0fe5eb1be258.jpg,0,2,1,2,,reviewer_1,244,gt-diagnostic-v2::rk2_n15_auto::synth_0009::seed_000,synth_0009,0,rk2_n15_auto,large,comparable,248,0,0
item_acb18bc157da,torso,batman,A robot at a school,A robot with batman torso at a school,assets/source_8bcbeeb53dd4.png,assets/item_acb18bc157da.jpg,2,2,2,2,,reviewer_1,245,gt-diagnostic-v2::rk2_gt::synth_0010::seed_000,synth_0010,0,rk2_gt,medium,comparable,249,1,1
item_df28bcdd417e,car hood,black,A racing-car at a highway,A racing-car with black car hood at a highway,assets/source_af6b5e577958.png,assets/item_df28bcdd417e.jpg,2,1,2,2,,reviewer_1,246,gt-diagnostic-v2::rk2_auto::synth_0050::seed_000,synth_0050,0,rk2_auto,small,comparable,250,1,0
item_ada8788eb79e,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,assets/source_8a5f145d5ed6.png,assets/item_ada8788eb79e.jpg,2,1,2,2,,reviewer_1,247,gt-diagnostic-v2::rk2_gt::synth_0027::seed_000,synth_0027,0,rk2_gt,large,comparable,251,1,0
item_7979ac179b9a,hair,Curls,A Portrait of woman at a school,A Portrait of woman with Curls hair at a school,assets/source_8a5f145d5ed6.png,assets/item_7979ac179b9a.jpg,2,2,2,2,,reviewer_1,248,gt-diagnostic-v2::endpoint_auto::synth_0027::seed_000,synth_0027,0,endpoint_auto,large,comparable,252,1,1
item_90dd1f860959,hair,Afro,A Portrait of boy at a beach,A Portrait of boy with Afro hair at a beach,assets/source_0038f682b22a.png,assets/item_90dd1f860959.jpg,2,2,2,2,,reviewer_1,249,gt-diagnostic-v2::rk2_n15_gt::synth_0021::seed_000,synth_0021,0,rk2_n15_gt,large,comparable,253,1,1
item_d764c20e0779,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_d764c20e0779.jpg,2,2,2,2,,reviewer_1,250,gt-diagnostic-v2::rk2_n15_gt::synth_0013::seed_000,synth_0013,0,rk2_n15_gt,small,comparable,254,1,1
item_d34814b9a56f,head,robot,A alien at a school,A alien with robot head at a school,assets/source_26285f2b90f2.png,assets/item_d34814b9a56f.jpg,1,1,1,2,,reviewer_1,251,gt-diagnostic-v2::endpoint_auto::synth_0007::seed_000,synth_0007,0,endpoint_auto,medium,comparable,255,1,0
item_4a1da8a0213b,hair,Curley,A Portrait of girl at a mountain,A Portrait of girl with Curley hair at a mountain,assets/source_c6abd9790d67.png,assets/item_4a1da8a0213b.jpg,2,2,2,2,,reviewer_1,252,gt-diagnostic-v2::rk2_auto::synth_0024::seed_000,synth_0024,0,rk2_auto,large,expansion,256,1,1
item_f476a662a498,head,dog,A bear at a jungle,A bear with dog head at a jungle,assets/source_f71c7b525544.png,assets/item_f476a662a498.jpg,2,2,1,2,,reviewer_1,253,gt-diagnostic-v2::rk2_auto::synth_0030::seed_000,synth_0030,0,rk2_auto,small,contraction,257,1,1
item_76afba08f67a,car hood,Graffiti,A full front facing view of Toyota car at a parking lot,A full front facing view of Toyota car with Graffiti car hood at a parking lot,assets/source_d13dfe80a435.png,assets/item_76afba08f67a.jpg,2,2,2,2,,reviewer_1,254,gt-diagnostic-v2::rk2_n15_auto::synth_0055::seed_000,synth_0055,0,rk2_n15_auto,large,comparable,258,1,1
item_64b3e58964a5,hair,Kinky,A Portrait of boy at a park,A Portrait of boy with Kinky hair at a park,assets/source_0d500a8d6ca9.png,assets/item_64b3e58964a5.jpg,2,2,2,2,,reviewer_1,255,gt-diagnostic-v2::rk2_n15_gt::synth_0022::seed_000,synth_0022,0,rk2_n15_gt,medium,comparable,259,1,1
item_660690d21be0,hair,Botticelli-Curls,A Portrait of boy at a street,A Portrait of boy with Botticelli-Curls hair at a street,assets/source_1efd8f28c69b.png,assets/item_660690d21be0.jpg,2,2,2,2,,reviewer_1,256,gt-diagnostic-v2::rk2_n15_auto::synth_0025::seed_000,synth_0025,0,rk2_n15_auto,medium,comparable,260,1,1
item_7924bdce3368,car body,neon-lit,A classic-car at a suburban road,A classic-car with neon-lit car body at a suburban road,assets/source_3ae69c2a9e97.png,assets/item_7924bdce3368.jpg,2,1,2,2,,reviewer_1,257,gt-diagnostic-v2::rk2_gt::synth_0049::seed_000,synth_0049,0,rk2_gt,large,comparable,261,1,0
item_421f8d4b71a7,car hood,Rusty,A full front facing view of Porsche car at a road,A full front facing view of Porsche car with Rusty car hood at a road,assets/source_7e515b8abb95.png,assets/item_421f8d4b71a7.jpg,2,1,2,2,,reviewer_1,258,gt-diagnostic-v2::rk2_gt::synth_0054::seed_000,synth_0054,0,rk2_gt,small,comparable,262,1,0
item_b915b8de32c2,head,lion,A bear at a zoo,A bear with lion head at a zoo,assets/source_1d46ca4f754d.png,assets/item_b915b8de32c2.jpg,0,2,1,2,,reviewer_1,259,gt-diagnostic-v2::rk2_auto::synth_0036::seed_000,synth_0036,0,rk2_auto,medium,comparable,263,0,0
item_3328c6d0f74e,head,unicorn,A dog at a mountain,A dog with unicorn head at a mountain,assets/source_ee57f3a3ed86.png,assets/item_3328c6d0f74e.jpg,0,2,1,2,,reviewer_1,260,gt-diagnostic-v2::endpoint_gt::synth_0034::seed_000,synth_0034,0,endpoint_gt,small,expansion,264,0,0
item_8abbf6ea1b24,head,dragon,A dog at a farm,A dog with dragon head at a farm,assets/source_2a043df583fd.png,assets/item_8abbf6ea1b24.jpg,0,2,2,2,,reviewer_1,261,gt-diagnostic-v2::rk2_n15_auto::synth_0037::seed_000,synth_0037,0,rk2_n15_auto,small,expansion,265,0,0
item_7408d4de3b1c,seat,wooden,A closeup leather chair at a classroom,A closeup leather chair with wooden seat at a classroom,assets/source_bda38536db22.png,assets/item_7408d4de3b1c.jpg,0,2,1,2,,reviewer_1,262,gt-diagnostic-v2::rk2_n15_gt::synth_0059::seed_000,synth_0059,0,rk2_n15_gt,medium,comparable,266,0,0
item_93ce532c4c08,torso,uniform,A alien at a school,A alien with uniform torso at a school,assets/source_4ad3086c4953.png,assets/item_93ce532c4c08.jpg,2,1,2,2,,reviewer_1,263,gt-diagnostic-v2::rk2_n15_auto::synth_0013::seed_000,synth_0013,0,rk2_n15_auto,small,comparable,267,1,0
item_b956a2673c73,head,robot,A man at a gym,A man with robot head at a gym,assets/source_9db278f7152f.png,assets/item_b956a2673c73.jpg,1,2,2,2,,reviewer_1,264,gt-diagnostic-v2::rk2_n15_auto::synth_0005::seed_000,synth_0005,0,rk2_n15_auto,medium,comparable,268,1,0
item_c062fd2faa48,torso,armor,A girl at a stadium,A girl with armor torso at a stadium,assets/source_05f0e921e87d.png,assets/item_c062fd2faa48.jpg,2,2,2,2,,reviewer_1,265,gt-diagnostic-v2::rk2_n15_auto::synth_0016::seed_000,synth_0016,0,rk2_n15_auto,large,comparable,269,1,1
item_1abd29064d9e,head,robot,A girl at a beach,A girl with robot head at a beach,assets/source_eddd21d6a1c2.png,assets/item_1abd29064d9e.jpg,0,1,1,2,,reviewer_1,266,gt-diagnostic-v2::rk2_n15_auto::synth_0006::seed_000,synth_0006,0,rk2_n15_auto,small,comparable,270,0,0
item_022131742a44,head,dragon,A cat at a desert,A cat with dragon head at a desert,assets/source_bb5f44e8a25b.png,assets/item_022131742a44.jpg,0,2,1,2,,reviewer_1,267,gt-diagnostic-v2::rk2_auto::synth_0032::seed_000,synth_0032,0,rk2_auto,small,expansion,271,0,0
